sample_id,mean_pct_death,sd_pct_death,mean_max_tox,sd_max_tox,mean_max_tox_rate,sd_max_tox_rate,mean_AUC,sd_AUC,mean_f_signal_endpoint_535,sd_f_signal_endpoint_535,exp
BPH2749,0.4321679491468719,0.05884543057234449,25188.210263025732,663.0143424071048,3.082194833546357,0.3767651749217328,30080896.50386867,739739.9506445439,25264.666666666668,155.0172033463813,exp190909
BPH2750,0.26268540202966434,0.07678756056788154,23965.250020088086,705.1633728973866,1.3461929604453393,0.010602797471177983,28792712.8471835,878469.3558661852,25567,1111.815182483132,exp190909
BPH2751,0.2683450429352069,0.09596372459589625,24061.625146949085,934.7360799995993,1.9420940826282607,0.8041571786398585,28888563.120347455,1068608.210895722,25630,824.8314979436709,exp190909
BPH2752,0.3147652503624401,0.14207041889614297,24482.073279349515,1293.6273735773527,2.0599705569218365,1.6058554945187493,29336690.60329414,1470388.4660053074,25478,916.3945656757246,exp190909
BPH2753,0.569114531058325,0.13217327626932585,25746.577442493697,1393.2878789960878,5.762698188817921,0.7659369214133097,30517732.797612444,1669582.5210322232,26596,644.3423003342245,exp190909
BPH2754,0.3115311698449872,0.08722576086522651,24150.44526300016,509.1631556276523,2.3048601025260362,1.1925779566214876,28925013.749373563,558305.6187472652,25024.333333333332,188.90562017402587,exp190909
BPH2755,0.42118322738931635,0.1402711683695595,25318.836590276067,1228.918859559311,2.973695945625813,0.8203925423890179,30335005.483296946,1434172.4400809752,26421.666666666668,1007.7650189073508,exp190909
JE2,0.5292182446749192,0.20413800189362136,26264.299293991884,2127.6202298483267,4.287309178664473,2.0918637822099955,31304972.894795094,2416257.920374955,26221,712.2506581253541,exp190909
Non infected,0.2827590052414408,0.123453264195487,24325.294392715918,1017.7176260755969,1.2085477756757221,0.5655115474431474,29143371.86946117,1224524.9425641506,25707.333333333332,715.4721052097932,exp190909
Total LDH,0.23304895728783315,0.09926122259880464,23922.690415582983,1137.1669892406132,1.7042403382758695,0.7311916197219436,28670979.61062292,1383315.4970043334,33260,1749.1860964460013,exp190909
TOX-4,0.21955503512880561,0.08722642920993036,23702.223302011433,756.2790551055314,1.1466549414738991,0.300801061183584,28472493.009474207,909078.1799559859,24806.333333333332,584.3409392925789,exp190909
