"sample_id","well_id","time_of_max_rate_OD","max_rate_OD","doubling_time_OD","AUC_OD","time_of_max_OD","max_OD","time_of_min_OD","min_OD","end_point_OD","end_point_timepoint_OD","well_row","well_col","well","experiment","plate","replicate","strain_group.x","sd","outlier_sd","outlier_mad","outlier_tukey","proportion_outlier_sd","proportion_outlier_mad","proportion_outlier_tukey","outlier_curve","strain_group.y","ST","mecA","mortality","intrahost_index","included","unrelated_to_index","mut_count","scv","vanco_difference","persister_type","intrahost_sampledelay","sample_type","genes"
"BPH2711","exp191116_1_A04",240,0.0277419742929154,24.9855029509186,124.671611111667,870,5.71477723234247,0,0.0157682327940638,5.70795865466368,930,"A",9,"A04","exp191116","1",2,"VAN-009",0.00702376916856849,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-009","22",0,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2712","exp191116_1_A02",300,0.0268613837931394,25.8045968851754,107.816311111667,750,5.42602053735712,120,0.00200923980267826,5.20421486705081,930,"A",4,"A02","exp191116","1",2,"VAN-010",0.0206639783197718,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-010","15",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2713","exp191116_1_B11",420,0.0190138160265278,36.454922020539,83.3731111116667,870,5.24727667911782,0,0.0169966314116473,5.04204363906826,930,"B",5,"B11","exp191116","1",2,"VAN-011",0.0263122278291545,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-011","45",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2714","exp191116_1_B07",540,0.0211965553164763,32.7015783411571,67.2762111116667,930,5.32787487754441,45,0.0219964369427109,5.32787487754441,930,"B",7.5,"B07","exp191116","1",2.5,"VAN-011",0.0172433562085034,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-011","45",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2715","exp191116_1_F07",405,0.0280887595972232,24.7553347882712,89.4046111116667,930,5.428226816193,0,0.0145394412781235,5.428226816193,930,"F",6.5,"F07","exp191116","1",2,"VAN-012",0.015,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-012","5",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2716","exp191116_1_A10",210,0.0277343472343921,24.9923740660607,127.582611111667,930,5.85969347799936,0,0.0212603943810836,5.85969347799936,930,"A",10,"A10","exp191116","1",2,"VAN-013",0.02343074902772,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-013","5",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2717","exp191116_1_A12",240,0.0257212631917033,26.9484113355493,123.003611111667,720,5.69367493622446,0,0.0418389070903399,5.57962469705425,930,"A",11,"A12","exp191116","1",2,"VAN-014",0.0504017195473858,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-014","45",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2718","exp191116_1_C08",930,0.0104678584543478,66.2167131493884,36.6096111116667,930,2.78603847962992,0,0.0262966535175453,2.78603847962992,930,"C",9,"C08","exp191116","1",2,"VAN-015",0.00971253485622231,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-015","239",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2719","exp191116_1_A09",240,0.0291060255086188,23.8145596469258,126.207611111667,930,6.04406052068372,0,0.0147674227689456,6.04406052068372,930,"A",9,"A09","exp191116","1",2,"VAN-016",0.02151743479135,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-016","5",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2720","exp191116_1_E03",210,0.022515842588863,30.7848652709447,121.250611111667,840,5.5864799240141,0,0.00599165490976467,5.5864799240141,930,"E",3,"E03","exp191116","1",2,"VAN-017",0.0456106712659804,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-017","22",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2721","exp191116_1_C06",270,0.0261966035571783,26.459429332014,117.526744444667,750,5.63708311656546,0,0.0129016068612522,5.51720395834073,930,"C",6,"C06","exp191116","1",2,"VAN-018",0.0267877529957808,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-018","8",0,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2722","exp191116_1_A01",270,0.029461281532292,23.5273940748368,136.240611111667,930,6.72692599356402,0,0.0363116710325514,6.72692599356402,930,"A",3,"A01","exp191116","1",2,"VAN-019",0.0228108161479008,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-019","188",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2723","exp191116_1_B10",330,0.0234036645347224,29.6170362351405,110.172611111667,750,5.87771295388277,0,0.0177177334344222,5.73323667644451,930,"B",10,"B10","exp191116","1",2,"VAN-020",0.0133166562369588,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-020","239",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2724","exp191116_1_B01",270,0.0245323449646594,28.25442009553,113.743844444667,930,5.62088356536201,0,0.013476959490852,5.62088356536201,930,"B",3,"B01","exp191116","1",2,"VAN-021",0.0125302450799241,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-021","-",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2725","exp191116_1_B05",240,0.0273298122391267,25.3623103772225,122.960611111667,840,5.85307450998223,0,0.0100063531104429,5.81040869119145,930,"B",2,"B05","exp191116","1",2,"VAN-022",0.0109696551146029,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-022","45",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2726","exp191116_1_F05",360,0.0266956153917267,26.0319374800587,113.417611111667,930,6.84086313658949,0,0.00556640537083872,6.84086313658949,930,"F",6,"F05","exp191116","1",2.5,"VAN-023",0.0171392218702103,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-023","239",0,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA
"BPH2727","exp191116_1_A08",300,0.0263801090371249,26.2992721679756,121.767138889167,930,6.6688428746679,0,0.0137913023593926,6.6688428746679,930,"A",7,"A08","exp191116","1",2,"VAN-023",0.0130464824524836,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-023","239",0,NA,0,TRUE,0,16,FALSE,0.5,NA,0,"paired-colonising","pglF / AAA-like domain protein / ebh_1 / norB_6 / tatC2 / yhfS / hypothetical protein"
"BPH2728","exp190831_2_A03",285,0.028006263502793,24.7497202108091,129.794,930,6.64327976876032,30,0.000553740893196595,6.64273815096454,930,"A",7.5,"A03","exp190831","2",2,"VAN-024",0.0153416644034038,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-024","45",1,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA
"BPH2729","exp190831_2_C10",510,0.021258990624801,32.6305829488556,81.343,930,6.32339627159677,45,-0.0019302222697282,6.32339627159677,930,"C",9,"C10","exp190831","2",2.5,"VAN-024",0.0647870871907872,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-024","45",1,NA,0,TRUE,0,5,TRUE,1.25,"Relapse (after treatment)",38,"paired-invasive","ptsG_3 / rpoB / rplV / rplD"
"BPH2730","exp190831_2_B02",375,0.0269709214055582,25.699928364746,102.876333333333,930,6.44652733709573,15,-0.00023101053520836,6.44652733709573,930,"B",3,"B02","exp190831","2",2,"VAN-024",0.0130499042142079,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-024","45",1,NA,0,TRUE,0,0,FALSE,0.75,NA,-13,"paired-colonising",NA
"BPH2731","exp190831_2_E08",270,0.0275355530481655,25.1728076551607,126.799333333333,870,6.03455358047976,30,0.023967435166385,6.02149915566133,930,"E",8,"E08","exp190831","2",2,"VAN-025",0.00351188458428425,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-025","-",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2732","exp190831_2_A07",270,0.0289239262443746,23.9644913592861,122.938333333333,930,5.99326897848164,0,0.00165743941396727,5.99326897848164,930,"A",7,"A07","exp190831","2",2,"VAN-026",0.0234378611083293,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-026","45",0,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA
"BPH2733","exp190831_2_D09",330,0.0305368448282294,22.6987164017408,114.823333333333,930,6.14316727534218,0,-0.00452652394376251,6.14316727534218,930,"D",9,"D09","exp190831","2",2,"VAN-026",0.00346410161513776,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-026","45",0,NA,0,TRUE,0,0,FALSE,0,"Relapse (on treatment)",4,"paired-invasive",NA
"BPH2734","exp190831_2_A11",300,0.0255979999148155,27.0781773133286,101.552333333333,690,5.09169653913454,60,0.00208843745740045,4.7542711000005,930,"A",6,"A11","exp190831","2",2,"VAN-026",0.0150111069989303,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-026","34",0,NA,0,FALSE,1,NA,FALSE,0,NA,-58,"paired-colonising",NA
"BPH2735","exp190831_2_D04",240,0.0356765479037214,19.5136544610705,118.100333333333,930,5.62161811825304,30,-0.00750201314439508,5.62161811825304,930,"D",4,"D04","exp190831","2",2.5,"VAN-027",0.00866025403784439,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-027","22",1,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2736","exp190831_2_C07",360,0.02943625296547,23.5473985555511,105.076333333333,930,6.34799334872384,0,-0.0065888140026731,6.34799334872384,930,"C",7,"C07","exp190831","2",2,"VAN-028",0.0112694276695846,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-028","45",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2737","exp190831_2_C02",330,0.0295389410228228,23.46553926982,119.652333333333,870,6.17627369535449,0,0.0107091265852169,6.14116359904718,930,"C",2,"C02","exp190831","2",2,"VAN-029",0.0127410099024109,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-029","-",0,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA
"BPH2738","exp190831_2_B08",510,0.0272057551800641,25.477961408249,80.4623333333334,930,5.96124414015744,0,-0.00501713700254995,5.96124414015744,930,"B",7,"B08","exp190831","2",2,"VAN-029",0.00568624070307733,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-029","-",0,NA,0,TRUE,0,1,TRUE,0.5,"Relapse (after treatment)",18,"paired-invasive","stp"
"BPH2739","exp190831_2_A04",390,0.0272720489832861,25.4491749800794,108.500333333333,930,6.89040343375468,0,-0.00938888196538354,6.89040343375468,930,"A",6.5,"A04","exp190831","2",1.5,"VAN-030",0.007371114795832,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-030","-",0,"Survived",1,FALSE,NA,NA,FALSE,0,NA,NA,"index",NA
"BPH2740","exp190831_2_A02",360,0.0281334622144263,24.63782009043,110.639333333333,930,6.51292916902677,0,-0.011043961187994,6.51292916902677,930,"A",4,"A02","exp190831","2",2,"VAN-030",0.0130511813003012,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-030","12",0,NA,0,FALSE,1,NA,FALSE,0.75,"Relapse (after treatment)",558,"paired-invasive",NA
"BPH2741","exp190831_2_B11",360,0.0270348890214414,25.638987458399,101.195333333333,900,5.28687248510154,0,-0.00029715101509454,5.13999294281593,930,"B",5,"B11","exp190831","2",2,"VAN-031",0.0124899959967968,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-031","109",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2742","exp190831_2_A06",330,0.0271156862163923,25.5625904145814,105.610333333333,930,5.86112457436175,0,-0.0125464697581987,5.86112457436175,930,"A",7,"A06","exp190831","2",2,"VAN-032",0.0100166528008778,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-032","22",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2743","exp190831_2_F03",270,0.0281651780124969,24.6100763237639,122.579333333333,750,5.82470542083474,30,0.0266425353096829,5.75788617730934,930,"F",6,"F03","exp190831","2",2,"VAN-033",0.0200083315979452,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-033","5",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2744","exp190831_2_A10",270,0.0267176951459433,25.9433748597581,119.006333333333,750,5.69939205835007,60,0.013565507476137,5.38582747346472,930,"A",10,"A10","exp190831","2",2,"VAN-034",0.0187705443004014,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-034","-",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2745","exp190831_2_A12",330,0.0278351751563632,24.9018436803869,106.809333333333,690,5.59167014143767,60,0.00420033348522896,5.41634293359224,930,"A",11,"A12","exp190831","2",2,"VAN-035",0.0297377425729213,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-035","72",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2746","exp190831_2_C08",270,0.0281114146458859,24.6571433451993,123.078333333333,840,6.20808254855907,0,0.018223864377302,6.15823809038903,930,"C",9,"C08","exp190831","2",2,"VAN-037",0.0107857931249089,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-037","8",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2747","exp190831_2_A09",390,0.0267291245500148,25.9322814431482,108.788333333333,930,6.54122064221506,0,-0.0112832993083406,6.54122064221506,930,"A",9,"A09","exp190831","2",2,"VAN-038",0.0070237691685685,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-038","239",1,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA
"BPH2748","exp190831_2_E03",390,0.0262212348496173,26.4345742881771,106.338333333333,930,6.49933538378875,30,-0.00110072514140016,6.49933538378875,930,"E",3,"E03","exp190831","2",2,"VAN-038",0.00288675134594813,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-038","239",1,NA,0,TRUE,0,2,FALSE,0,NA,8,"paired-colonising",NA
"BPH2749","exp190831_2_C06",300,0.0312411264288198,22.1870098742829,116.581333333333,930,6.25660104681581,0,-0.0085530433476577,6.25660104681581,930,"C",6,"C06","exp190831","2",2,"VAN-039",0.0275136329843952,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-039","20",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2750","exp190831_2_A01",330,0.0261861951100938,26.4699463838014,100.594333333333,930,5.48706936458128,30,-0.00270640998954977,5.48706936458128,930,"A",3,"A01","exp190831","2",2,"VAN-040",0.0145716619962629,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-040","39",0,"Died",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA
"BPH2751","exp190831_2_B10",330,0.0270630206266078,25.6123361144121,104.122333333333,720,5.39658582722501,0,-0.00535381567713539,5.38753648981117,930,"B",10,"B10","exp190831","2",2,"VAN-040",0.00288675134594813,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-040","39",0,NA,0,TRUE,0,1,FALSE,0.5,"Relapse (on treatment)",4,"paired-invasive","prfA"
"BPH2752","exp190831_2_B01",375,0.0253809786573542,27.3373029708587,93.1618333333334,840,5.41448172414456,45,-0.00600384834416643,5.32676959102464,930,"B",2,"B01","exp190831","2",1.5,"VAN-041",0.00680685928555402,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-041","30",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2753","exp190831_2_B05",360,0.0246624371871963,28.1053804739054,107.727333333333,930,6.26048881531045,60,-0.0128303487886046,6.26048881531045,930,"B",2,"B05","exp190831","2",2,"VAN-042",0.0265392790658174,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-042","121",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2754","exp190831_2_F05",300,0.0273686183355936,25.326349034525,110.355333333333,750,5.54917099572736,0,0.00196805409884416,5.46316171846769,930,"F",5,"F05","exp190831","2",2,"VAN-043",0.0391066916694999,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-043","5",0,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA
"BPH2755","exp190831_2_A08",300,0.026820276861405,25.8441471033955,104.800333333333,750,5.32066180533842,120,-0.0041782377731036,5.02340755432253,930,"A",8,"A08","exp190831","2",2,"VAN-043",0.00599999999999998,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-043","-",0,NA,0,TRUE,0,0,FALSE,-0.25,"Persistent",3,"paired-invasive",NA
"BPH2756","exp191109_3_A03",240,0.0265137394298272,26.1429797118189,122.107166666667,705,5.5879210706494,0,0.00536730422229128,5.42963258489285,930,"A",7,"A03","exp191109","3",2,"VAN-044",0.00994819916701844,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-044","567",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2757","exp191109_3_C10",270,0.0267452296869319,25.9174168905798,116.7245,855,5.59158268200807,0,0.0228855525011953,5.53582153049088,930,"C",9,"C10","exp191109","3",2,"VAN-045",0.00896660470858395,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-045","5",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2758","exp191109_3_B02",285,0.026169377083778,26.4869674641425,125.8215,900,6.15805213556767,0,0.0138795524941107,6.04589351105951,930,"B",3,"B02","exp191109","3",2,"VAN-046",0.011587349423689,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-046","5",0,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2759","exp191109_3_E08",270,0.0483638441469636,14.3392361388218,125.9595,375,6.11860150445118,120,0.011887217684042,5.41661006995106,930,"E",8,"E08","exp191109","3",2,"VAN-047",0.0123450394896088,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-047","30",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2760","exp191109_3_A07",255,0.0260570741769214,26.6019173025666,120.905,855,5.42280064599962,15,0.0139325654735367,5.37909006033508,930,"A",7,"A07","exp191109","3",2,"VAN-048",0.0115830335692627,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-048","1",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2761","exp191109_3_D09",285,0.0256958276504953,26.9753259351474,110.270166666667,840,5.4086374895101,60,0.011506476287099,5.36799799527304,930,"D",9,"D09","exp191109","3",2,"VAN-049",0.0182473742403302,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-049","30",0,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2762","exp191109_3_A11",270,0.0272315733953581,25.4538058544165,117.230333333333,720,5.49627612867115,0,0.01838932276244,5.35778804335141,930,"A",6,"A11","exp191109","3",2,"VAN-049",0.0135006172698387,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-049","5",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2763","exp191109_3_D04",270,0.0537295434546688,12.9006713251667,155.140666666667,810,7.59125716634073,0,0.00311796249007852,7.24027203514678,930,"D",4,"D04","exp191109","3",2,"VAN-050",0.00378593889720018,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-050","78",1,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA
"BPH2764","exp191109_3_G10",240,0.0294366263837083,23.5470998450952,129.447666666667,930,6.54258456244332,60,0.00473212473752282,6.54258456244332,930,"G",7,"G10","exp191109","3",2,"VAN-050",0.0091893658347268,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-050","78",1,NA,0,TRUE,0,29,FALSE,0,NA,-3,"paired-colonising","hypothetical protein / superantigen-like protein / accB_1 / grsB / Transcriptional regulator / cydD / pepT_2 / yveA / pbuE / Putative esterase / Replication initiation and membrane attachment"
"BPH2765","exp191109_3_C02",315,0.0250751887466364,27.6446329881087,114.7635,930,5.86974618899313,15,0.00665574333575873,5.86974618899313,930,"C",2,"C02","exp191109","3",2,"VAN-051",0.00591326193117356,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-051","15",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2766","exp191109_3_B08",270,0.0268754628813719,25.7911034219198,122.173666666667,855,5.92534823966633,15,0.0169350823229628,5.91031581794096,930,"B",7,"B08","exp191109","3",2,"VAN-052",0.0146617415973228,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-052","45",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2767","exp191109_3_A04",360,0.0278602988101476,24.8797412254283,105.808,810,5.73566390410563,15,0.00965737998354881,5.71686834554499,930,"A",9,"A04","exp191109","3",2,"VAN-053",0.00768548415304245,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-053","-",0,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2768","exp191109_3_B04",300,0.0249415360366466,27.7908778168877,106.684333333333,780,5.42018003677745,30,0.00318218801159778,5.35993309828123,930,"B",4,"B04","exp191109","3",2,"VAN-054",0.0213697605664328,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-054","30",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2769","exp191109_3_B11",240,0.0284475776678837,24.3662445895379,131.249833333333,915,6.15863809348525,15,0.00534550429517581,6.15811883548711,930,"B",5,"B11","exp191109","3",2,"VAN-055",0.00814043405886115,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-055","188",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2770","exp191109_3_A06",420,0.0254772906477868,27.211986225411,93.1,930,6.0925249624053,60,0.0061438672200557,6.0925249624053,930,"A",7,"A06","exp191109","3",2,"VAN-056",0.00301109061083633,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-056","45",1,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA
"BPH2771","exp191109_3_F03",420,0.0257890786377627,26.8775921526056,94.2471666666667,930,6.1342120471112,30,0.00998917489301456,6.1342120471112,930,"F",6,"F03","exp191109","3",2,"VAN-056",0.0104115320678563,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-056","45",1,NA,0,TRUE,0,2,FALSE,0.25,NA,0,"paired-colonising","recU"
"BPH2773","exp191109_3_A10",210,0.0269968382732354,25.6751325834799,133.788,780,6.29459027368404,45,0.00917148424526212,6.04644577489724,930,"A",10,"A10","exp191109","3",2,"VAN-058",0.0128646803302686,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-058","188",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
