mdu_id,studyid,plate
BPH3370,VSS-173,17
BPH3371,VSS-174,17
BPH3372,VSS-175,18
BPH3373,VSS-176,18
BPH3374,VSS-177,18
BPH3375,VSS-178,18
BPH3376,VSS-179,18
BPH3377,VSS-180,18
BPH3378,VSS-181,18
BPH3379,VSS-182,18
BPH3380,VSS-183,18
BPH3381,VSS-184,18
BPH3738,VSS-184,18
BPH3382,VSS-185,18
BPH3383,VSS-186,18
BPH3384,VSS-187,18
BPH3387,VSS-190,18
BPH3388,VSS-191,18
BPH3389,VSS-192,18
BPH3390,VSS-193,18
BPH3739,VSS-193,18
BPH3391,VSS-194,18
BPH3392,VSS-195,18
BPH3393,VSS-196,18
BPH3394,VSS-197,18
BPH3395,VSS-198,18
BPH3396,VSS-199,18
BPH3397,VSS-200,18
BPH3398,VSS-202,18
BPH3399,VSS-203,19
BPH3740,VSS-203,19
BPH3400,VSS-204,19
BPH3401,VSS-205,19
BPH3741,VSS-205,19
BPH3742,VSS-205,19
BPH3743,VSS-205,19
BPH3744,VSS-205,19
BPH3402,VSS-206,19
BPH3403,VSS-207,19
BPH3404,VSS-208,19
BPH3406,VSS-210,19
BPH3407,VSS-211,19
BPH3408,VSS-212,19
BPH3409,VSS-213,19
BPH3410,VSS-214,19
BPH3411,VSS-215,19
BPH3412,VSS-216,19
BPH3413,VSS-217,19
BPH3414,VSS-218,19
BPH3415,VSS-219,19
BPH3416,VSS-220,19
BPH3417,VSS-221,19
BPH3745,VSS-221,19
BPH3418,VSS-222,19
BPH3419,VSS-223,19
BPH3420,VSS-224,19
BPH3421,VSS-225,19
BPH3422,VSS-226,20
BPH3423,VSS-227,20
BPH3746,VSS-227,20
BPH3424,VSS-228,20
BPH3425,VSS-229,20
BPH3426,VSS-230,20
BPH3427,VSS-231,20
BPH3747,VSS-231,20
BPH3428,VSS-232,20
BPH3429,VSS-233,20
BPH3430,VSS-234,20
BPH3431,VSS-235,20
BPH3432,VSS-236,20
BPH3433,VSS-237,20
BPH3748,VSS-237,20
BPH3434,VSS-238,20
BPH3435,VSS-239,20
BPH3436,VSS-240,20
BPH3437,VSS-241,20
BPH3749,VSS-241,20
BPH3438,VSS-242,20
BPH3439,VSS-243,20
BPH3440,VSS-244,20
BPH3441,VSS-245,20
BPH3442,VSS-246,20
BPH3443,VSS-247,20
BPH3444,VSS-248,20
BPH3445,VSS-249,20
BPH3446,VSS-250,21
BPH3447,VSS-251,21
BPH3448,VSS-252,21
BPH3450,VSS-254,21
BPH3451,VSS-255,21
BPH3452,VSS-256,21
BPH3453,VSS-257,21
BPH3750,VSS-257,21
BPH3454,VSS-258,21
BPH3455,VSS-259,21
BPH3456,VSS-260,21
BPH3457,VSS-261,21
BPH3458,VSS-262,21
BPH3459,VSS-263,21
BPH3460,VSS-264,21
BPH3461,VSS-265,21
BPH3462,VSS-266,21
BPH3463,VSS-267,21
BPH3464,VSS-268,21
BPH3465,VSS-269,21
BPH3466,VSS-270,21
BPH3467,VSS-271,21
BPH3468,VSS-272,21
BPH3469,VSS-273,21
BPH3470,VSS-274,21
BPH3471,VSS-275,21
BPH3751,VSS-275,21
BPH3472,VSS-276,21
BPH3473,VSS-277,22
BPH3474,VSS-278,22
BPH3475,VSS-279,22
BPH3476,VSS-280,22
BPH3477,VSS-281,22
BPH3478,VSS-282,22
BPH3479,VSS-283,22
BPH3480,VSS-284,22
BPH3481,VSS-285,22
BPH3482,VSS-286,22
BPH3483,VSS-287,22
BPH3484,VSS-288,22
BPH3485,VSS-289,22
BPH3486,VSS-290,22
BPH3487,VSS-291,22
BPH3488,VSS-292,22
BPH3489,VSS-293,22
BPH3490,VSS-294,22
BPH3491,VSS-295,22
BPH3492,VSS-296,22
BPH3493,VSS-297,22
BPH3494,VSS-298,22
BPH3495,VSS-299,22
BPH3496,VSS-300,22
BPH3497,VSS-301,22
BPH3499,VSS-303,22
BPH3500,VSS-304,22
BPH3501,VSS-305,22
BPH3502,VSS-306,23
BPH3503,VSS-307,23
BPH3504,VSS-308,23
BPH3505,VSS-309,23
BPH3506,VSS-310,23
BPH3507,VSS-311,23
BPH3508,VSS-312,23
BPH3509,VSS-313,23
BPH3510,VSS-314,23
BPH3511,VSS-315,23
BPH3512,VSS-316,23
BPH3513,VSS-317,23
BPH3514,VSS-318,23
BPH3515,VSS-319,23
BPH3516,VSS-320,23
BPH3517,VSS-321,23
BPH3518,VSS-322,23
BPH3519,VSS-323,23
BPH3520,VSS-324,23
BPH3521,VSS-325,23
BPH3522,VSS-326,23
BPH3523,VSS-327,23
BPH3524,VSS-328,23
BPH3525,VSS-329,23
BPH3526,VSS-330,23
BPH3527,VSS-331,23
BPH3528,VSS-332,23
BPH3529,VSS-333,23
BPH3530,VSS-334,24
BPH3531,VSS-335,24
BPH3532,VSS-336,24
BPH3533,VSS-337,24
BPH3534,VSS-338,24
BPH3535,VSS-339,24
BPH3752,VSS-339,24
BPH3536,VSS-340,24
BPH3537,VSS-341,24
BPH3538,VSS-342,24
BPH3539,VSS-343,24
BPH3540,VSS-344,24
BPH3541,VSS-345,24
BPH3542,VSS-346,24
BPH3543,VSS-347,24
BPH3544,VSS-348,24
BPH3545,VSS-349,24
BPH3546,VSS-350,24
BPH3547,VSS-351,24
BPH3548,VSS-352,24
BPH3549,VSS-353,24
BPH3550,VSS-354,24
BPH3551,VSS-355,24
BPH3552,VSS-356,24
BPH3553,VSS-357,24
BPH3554,VSS-360,24
BPH3555,VSS-361,24
BPH3556,VSS-363,24
BPH3557,VSS-364,25
BPH3558,VSS-365,25
BPH3559,VSS-366,25
BPH3560,VSS-367,25
BPH3561,VSS-368,25
BPH3562,VSS-369,25
BPH3563,VSS-370,25
BPH3564,VSS-371,25
BPH3565,VSS-372,25
BPH3566,VSS-373,25
BPH3567,VSS-374,25
BPH3568,VSS-375,25
BPH3569,VSS-376,25
BPH3570,VSS-377,25
BPH3571,VSS-378,25
BPH3572,VSS-379,25
BPH3573,VSS-380,25
BPH3574,VSS-381,25
BPH3575,VSS-382,25
BPH3576,VSS-383,25
BPH3577,VSS-384,25
BPH3578,VSS-387,25
BPH3579,VSS-388,25
BPH3580,VSS-389,25
BPH3581,VSS-390,25
BPH3582,VSS-391,25
BPH3583,VSS-392,25
BPH3584,VSS-393,25
BPH3585,VSS-394,26
BPH3586,VSS-395,26
BPH3587,VSS-396,26
BPH3588,VSS-397,26
BPH3589,VSS-398,26
BPH3590,VSS-399,26
BPH3591,VSS-400,26
BPH3592,VSS-401,26
BPH3593,VSS-402,26
BPH3594,VSS-403,26
BPH3595,VSS-404,26
BPH3596,VSS-411,26
BPH3597,VSS-412,26
BPH3598,VSS-413,26
BPH3599,VSS-414,26
BPH3600,VSS-415,26
BPH3601,VSS-416,26
BPH3602,VSS-417,26
BPH3603,VSS-418,26
BPH3604,VSS-419,26
BPH3605,VSS-420,26
BPH3606,VSS-421,26
BPH3607,VSS-422,26
BPH3608,VSS-427,26
BPH3609,VSS-428,26
BPH3610,VSS-429,26
BPH3611,VSS-430,26
BPH3612,VSS-431,26
BPH3613,VSS-432,27
BPH3614,VSS-433,27
BPH3615,VSS-434,27
BPH3616,VSS-435,27
BPH3617,VSS-436,27
BPH3618,VSS-437,27
BPH3619,VSS-438,27
BPH3620,VSS-439,27
BPH3621,VSS-440,27
BPH3622,VSS-441,27
BPH3623,VSS-442,27
BPH3625,VSS-444,27
BPH3626,VSS-445,27
BPH3627,VSS-446,27
BPH3628,VSS-447,27
BPH3629,VSS-448,27
BPH3630,VSS-449,27
BPH3631,VSS-450,27
BPH3632,VSS-451,27
BPH3633,VSS-452,27
BPH3634,VSS-453,27
BPH3635,VSS-454,27
BPH3636,VSS-455,27
BPH3637,VSS-456,27
BPH3638,VSS-457,27
BPH3639,VSS-458,27
BPH3640,VSS-459,27
BPH3641,VSS-460,27
BPH3642,VSS-461,28
BPH3643,VSS-462,28
BPH3644,VSS-463,28
BPH3645,VSS-464,28
BPH3646,VSS-465,28
BPH3647,VSS-466,28
BPH3648,VSS-467,28
BPH3649,VSS-468,28
BPH3650,VSS-469,28
BPH3651,VSS-470,28
BPH3652,VSS-471,28
BPH3653,VSS-472,28
BPH3654,VSS-473,28
BPH3655,VSS-474,28
BPH3656,VSS-475,28
BPH3657,VSS-476,28
BPH3658,VSS-477,28
BPH3659,VSS-478,28
BPH3660,VSS-479,28
BPH3661,VSS-480,28
BPH3662,VSS-481,28
BPH3663,VSS-482,28
BPH3664,VSS-483,28
BPH3665,VSS-484,28
BPH3666,VSS-485,28
BPH3667,VSS-486,28
BPH3668,VSS-487,28
BPH3669,VSS-488,28
BPH3670,VSS-489,29
BPH3671,VSS-490,29
BPH3672,VSS-491,29
BPH3673,VSS-492,29
BPH3674,VSS-493,29
BPH3753,VSS-493,29
BPH3675,VSS-494,29
BPH3676,VSS-497,29
BPH3677,VSS-498,29
BPH3678,VSS-499,29
BPH3679,VSS-500,29
BPH3680,VSS-503,29
BPH3681,VSS-504,29
BPH3682,VSS-505,29
BPH3683,VSS-506,29
BPH3684,VSS-507,29
BPH3685,VSS-508,29
BPH3686,VSS-509,29
BPH3687,VSS-510,29
BPH3688,VSS-511,29
BPH3689,VSS-512,29
BPH3690,VSS-515,29
BPH3754,VSS-515,29
BPH3691,VSS-516,29
BPH3692,VSS-521,29
BPH3693,VSS-522,29
BPH3694,VSS-525,29
BPH3755,VSS-525,29
BPH3695,VSS-526,30
BPH3696,VSS-529,30
BPH3697,VSS-530,30
BPH3698,VSS-531,30
BPH3699,VSS-532,30
BPH3700,VSS-533,30
BPH3701,VSS-534,30
BPH3702,VSS-535,30
BPH3703,VSS-536,30
BPH3704,VSS-539,30
BPH3705,VSS-540,30
BPH3706,VSS-541,30
BPH3757,VSS-541,30
BPH3707,VSS-542,30
BPH3708,VSS-543,30
BPH3709,VSS-544,30
BPH3710,VSS-545,30
BPH3712,VSS-547,30
BPH3713,VSS-548,30
BPH3714,VSS-549,30
BPH3715,VSS-550,30
BPH3716,VSS-551,30
BPH3717,VSS-552,30
BPH3718,VSS-553,30
BPH3719,VSS-554,30
BPH3720,VSS-555,30
BPH3721,VSS-556,30
BPH3722,VSS-557,30
BPH3723,VSS-558,31
BPH3724,VSS-559,31
BPH3725,VSS-560,31
BPH3726,VSS-561,31
BPH3727,VSS-563,31
BPH3728,VSS-564,31
BPH3729,VSS-565,31
BPH3730,VSS-566,31
BPH3731,VSS-567,31
BPH3732,VSS-568,31
