well,sample,wave_length,time,OD,timepoint
F06,Sample X66,WL535,966,26621,966
F07,Sample X67,WL535,966,25442,966
F08,Sample X68,WL535,966,20410,966
F09,Sample X69,WL535,966,32341,966
F10,Sample X70,WL535,966,29756,966
F11,Sample X71,WL535,966,26905,966
F12,Sample X72,WL535,966,30795,966
G01,Sample X73,WL535,966,28578,966
G02,Sample X74,WL535,966,34622,966
G03,Sample X75,WL535,966,30968,966
G04,Sample X76,WL535,966,18830,966
G05,Sample X77,WL535,966,24621,966
G06,Sample X78,WL535,966,26533,966
G07,Sample X79,WL535,966,18751,966
G08,Sample X80,WL535,966,19990,966
G09,Sample X81,WL535,966,29233,966
G10,Sample X82,WL535,966,22214,966
G11,Sample X83,WL535,966,32173,966
G12,Sample X84,WL535,966,34260,966
H01,Sample X85,WL535,966,19599,966
H02,Sample X86,WL535,966,19794,966
H03,Sample X87,WL535,966,31890,966
H04,Sample X88,WL535,966,31837,966
H05,Sample X89,WL535,966,21856,966
H06,Sample X90,WL535,966,18770,966
H07,Sample X91,WL535,966,19849,966
H08,Sample X92,WL535,966,22960,966
H09,Sample X93,WL535,966,19393,966
H10,Sample X94,WL535,966,18960,966
H11,Sample X95,WL535,966,18350,966
H12,Sample X96,WL535,966,19482,966
A01,Sample X1,WL535,972,25303,972
A02,Sample X2,WL535,972,25007,972
A03,Sample X3,WL535,972,31705,972
A04,Sample X4,WL535,972,20342,972
A05,Sample X5,WL535,972,19556,972
A06,Sample X6,WL535,972,19542,972
A07,Sample X7,WL535,972,34424,972
A08,Sample X8,WL535,972,28951,972
A09,Sample X9,WL535,972,27214,972
A10,Sample X10,WL535,972,35197,972
A11,Sample X11,WL535,972,19631,972
A12,Sample X12,WL535,972,25177,972
B01,Sample X13,WL535,972,26675,972
B02,Sample X14,WL535,972,31866,972
B03,Sample X15,WL535,972,24099,972
B04,Sample X16,WL535,972,23227,972
B05,Sample X17,WL535,972,32570,972
B06,Sample X18,WL535,972,18483,972
B07,Sample X19,WL535,972,18487,972
B08,Sample X20,WL535,972,18342,972
B09,Sample X21,WL535,972,18565,972
B10,Sample X22,WL535,972,24613,972
B11,Sample X23,WL535,972,24463,972
B12,Sample X24,WL535,972,25092,972
C01,Sample X25,WL535,972,19645,972
C02,Sample X26,WL535,972,19801,972
C03,Sample X27,WL535,972,24274,972
C04,Sample X28,WL535,972,22699,972
C05,Sample X29,WL535,972,23331,972
C06,Sample X30,WL535,972,32026,972
C07,Sample X31,WL535,972,22611,972
C08,Sample X32,WL535,972,28830,972
C09,Sample X33,WL535,972,31662,972
C10,Sample X34,WL535,972,19701,972
C11,Sample X35,WL535,972,25185,972
C12,Sample X36,WL535,972,29027,972
D01,Sample X37,WL535,972,29605,972
D02,Sample X38,WL535,972,22271,972
D03,Sample X39,WL535,972,23337,972
D04,Sample X40,WL535,972,23498,972
D05,Sample X41,WL535,972,18894,972
D06,Sample X42,WL535,972,18762,972
D07,Sample X43,WL535,972,31142,972
D08,Sample X44,WL535,972,18490,972
D09,Sample X45,WL535,972,33551,972
D10,Sample X46,WL535,972,24082,972
D11,Sample X47,WL535,972,21603,972
D12,Sample X48,WL535,972,24548,972
E01,Sample X49,WL535,972,27638,972
E02,Sample X50,WL535,972,31887,972
E03,Sample X51,WL535,972,23208,972
E04,Sample X52,WL535,972,23451,972
E05,Sample X53,WL535,972,18393,972
E06,Sample X54,WL535,972,32401,972
E07,Sample X55,WL535,972,18358,972
E08,Sample X56,WL535,972,20237,972
E09,Sample X57,WL535,972,33269,972
E10,Sample X58,WL535,972,18915,972
E11,Sample X59,WL535,972,32975,972
E12,Sample X60,WL535,972,29144,972
F01,Sample X61,WL535,972,34470,972
F02,Sample X62,WL535,972,24753,972
F03,Sample X63,WL535,972,26955,972
F04,Sample X64,WL535,972,22506,972
F05,Sample X65,WL535,972,25984,972
F06,Sample X66,WL535,972,27065,972
F07,Sample X67,WL535,972,25385,972
F08,Sample X68,WL535,972,20407,972
F09,Sample X69,WL535,972,32053,972
F10,Sample X70,WL535,972,29910,972
F11,Sample X71,WL535,972,26562,972
F12,Sample X72,WL535,972,30469,972
G01,Sample X73,WL535,972,28935,972
G02,Sample X74,WL535,972,35137,972
G03,Sample X75,WL535,972,31128,972
G04,Sample X76,WL535,972,18884,972
G05,Sample X77,WL535,972,24283,972
G06,Sample X78,WL535,972,26604,972
G07,Sample X79,WL535,972,18597,972
G08,Sample X80,WL535,972,20249,972
G09,Sample X81,WL535,972,28724,972
G10,Sample X82,WL535,972,22263,972
G11,Sample X83,WL535,972,32133,972
G12,Sample X84,WL535,972,34033,972
H01,Sample X85,WL535,972,19289,972
H02,Sample X86,WL535,972,19631,972
H03,Sample X87,WL535,972,31729,972
H04,Sample X88,WL535,972,31720,972
H05,Sample X89,WL535,972,22521,972
H06,Sample X90,WL535,972,18861,972
H07,Sample X91,WL535,972,19924,972
H08,Sample X92,WL535,972,22754,972
H09,Sample X93,WL535,972,19787,972
H10,Sample X94,WL535,972,18253,972
H11,Sample X95,WL535,972,18413,972
H12,Sample X96,WL535,972,19300,972
A01,Sample X1,WL535,978,25798,978
A02,Sample X2,WL535,978,25027,978
A03,Sample X3,WL535,978,31544,978
A04,Sample X4,WL535,978,20288,978
A05,Sample X5,WL535,978,19964,978
A06,Sample X6,WL535,978,19799,978
A07,Sample X7,WL535,978,34154,978
A08,Sample X8,WL535,978,29064,978
A09,Sample X9,WL535,978,27050,978
A10,Sample X10,WL535,978,35170,978
A11,Sample X11,WL535,978,19712,978
A12,Sample X12,WL535,978,25178,978
B01,Sample X13,WL535,978,26464,978
B02,Sample X14,WL535,978,32661,978
B03,Sample X15,WL535,978,23707,978
B04,Sample X16,WL535,978,22817,978
B05,Sample X17,WL535,978,32572,978
B06,Sample X18,WL535,978,18588,978
B07,Sample X19,WL535,978,18870,978
B08,Sample X20,WL535,978,19142,978
B09,Sample X21,WL535,978,18460,978
B10,Sample X22,WL535,978,24392,978
B11,Sample X23,WL535,978,24648,978
B12,Sample X24,WL535,978,24932,978
C01,Sample X25,WL535,978,19755,978
C02,Sample X26,WL535,978,19567,978
C03,Sample X27,WL535,978,24131,978
C04,Sample X28,WL535,978,22760,978
C05,Sample X29,WL535,978,23274,978
C06,Sample X30,WL535,978,31565,978
C07,Sample X31,WL535,978,22399,978
C08,Sample X32,WL535,978,28675,978
C09,Sample X33,WL535,978,31683,978
C10,Sample X34,WL535,978,19992,978
C11,Sample X35,WL535,978,25315,978
C12,Sample X36,WL535,978,28499,978
D01,Sample X37,WL535,978,29684,978
D02,Sample X38,WL535,978,21687,978
D03,Sample X39,WL535,978,23123,978
D04,Sample X40,WL535,978,24033,978
D05,Sample X41,WL535,978,18654,978
D06,Sample X42,WL535,978,18792,978
D07,Sample X43,WL535,978,31254,978
D08,Sample X44,WL535,978,18578,978
D09,Sample X45,WL535,978,33016,978
D10,Sample X46,WL535,978,24380,978
D11,Sample X47,WL535,978,21514,978
D12,Sample X48,WL535,978,24634,978
E01,Sample X49,WL535,978,27738,978
E02,Sample X50,WL535,978,32367,978
E03,Sample X51,WL535,978,23267,978
E04,Sample X52,WL535,978,23092,978
E05,Sample X53,WL535,978,18384,978
E06,Sample X54,WL535,978,32202,978
E07,Sample X55,WL535,978,18287,978
E08,Sample X56,WL535,978,20375,978
E09,Sample X57,WL535,978,32834,978
E10,Sample X58,WL535,978,19209,978
E11,Sample X59,WL535,978,32830,978
E12,Sample X60,WL535,978,29028,978
F01,Sample X61,WL535,978,34206,978
F02,Sample X62,WL535,978,24936,978
F03,Sample X63,WL535,978,26737,978
F04,Sample X64,WL535,978,22634,978
F05,Sample X65,WL535,978,26279,978
F06,Sample X66,WL535,978,27176,978
F07,Sample X67,WL535,978,25345,978
F08,Sample X68,WL535,978,20250,978
F09,Sample X69,WL535,978,32132,978
F10,Sample X70,WL535,978,29364,978
F11,Sample X71,WL535,978,26649,978
F12,Sample X72,WL535,978,30975,978
G01,Sample X73,WL535,978,28257,978
G02,Sample X74,WL535,978,35088,978
G03,Sample X75,WL535,978,31300,978
G04,Sample X76,WL535,978,18919,978
G05,Sample X77,WL535,978,24682,978
G06,Sample X78,WL535,978,26703,978
G07,Sample X79,WL535,978,18464,978
G08,Sample X80,WL535,978,20127,978
G09,Sample X81,WL535,978,28836,978
G10,Sample X82,WL535,978,22535,978
G11,Sample X83,WL535,978,32434,978
G12,Sample X84,WL535,978,34231,978
H01,Sample X85,WL535,978,19606,978
H02,Sample X86,WL535,978,19753,978
H03,Sample X87,WL535,978,31391,978
H04,Sample X88,WL535,978,31874,978
H05,Sample X89,WL535,978,22209,978
H06,Sample X90,WL535,978,18571,978
H07,Sample X91,WL535,978,20312,978
H08,Sample X92,WL535,978,22658,978
H09,Sample X93,WL535,978,19806,978
H10,Sample X94,WL535,978,18400,978
H11,Sample X95,WL535,978,18522,978
H12,Sample X96,WL535,978,19253,978
A01,Sample X1,WL535,984,25184,984
A02,Sample X2,WL535,984,25335,984
A03,Sample X3,WL535,984,31633,984
A04,Sample X4,WL535,984,20453,984
A05,Sample X5,WL535,984,19757,984
A06,Sample X6,WL535,984,19719,984
A07,Sample X7,WL535,984,34000,984
A08,Sample X8,WL535,984,29255,984
A09,Sample X9,WL535,984,27376,984
A10,Sample X10,WL535,984,35151,984
A11,Sample X11,WL535,984,19963,984
A12,Sample X12,WL535,984,24857,984
B01,Sample X13,WL535,984,26448,984
B02,Sample X14,WL535,984,32237,984
B03,Sample X15,WL535,984,24057,984
B04,Sample X16,WL535,984,22905,984
B05,Sample X17,WL535,984,32619,984
B06,Sample X18,WL535,984,18094,984
B07,Sample X19,WL535,984,18739,984
B08,Sample X20,WL535,984,18790,984
B09,Sample X21,WL535,984,18320,984
B10,Sample X22,WL535,984,24927,984
B11,Sample X23,WL535,984,24514,984
B12,Sample X24,WL535,984,25193,984
C01,Sample X25,WL535,984,19994,984
C02,Sample X26,WL535,984,19596,984
C03,Sample X27,WL535,984,24294,984
C04,Sample X28,WL535,984,22955,984
C05,Sample X29,WL535,984,23290,984
C06,Sample X30,WL535,984,31580,984
C07,Sample X31,WL535,984,22362,984
C08,Sample X32,WL535,984,28870,984
C09,Sample X33,WL535,984,32292,984
C10,Sample X34,WL535,984,19589,984
C11,Sample X35,WL535,984,25300,984
C12,Sample X36,WL535,984,28981,984
D01,Sample X37,WL535,984,29674,984
D02,Sample X38,WL535,984,22264,984
D03,Sample X39,WL535,984,23574,984
D04,Sample X40,WL535,984,23616,984
D05,Sample X41,WL535,984,18564,984
D06,Sample X42,WL535,984,18592,984
D07,Sample X43,WL535,984,31038,984
D08,Sample X44,WL535,984,18542,984
D09,Sample X45,WL535,984,33022,984
D10,Sample X46,WL535,984,23827,984
D11,Sample X47,WL535,984,21482,984
D12,Sample X48,WL535,984,24432,984
E01,Sample X49,WL535,984,27887,984
E02,Sample X50,WL535,984,32415,984
E03,Sample X51,WL535,984,23284,984
E04,Sample X52,WL535,984,23307,984
E05,Sample X53,WL535,984,18441,984
E06,Sample X54,WL535,984,32119,984
E07,Sample X55,WL535,984,18038,984
E08,Sample X56,WL535,984,20606,984
E09,Sample X57,WL535,984,33146,984
E10,Sample X58,WL535,984,19376,984
E11,Sample X59,WL535,984,32728,984
E12,Sample X60,WL535,984,29429,984
F01,Sample X61,WL535,984,34801,984
F02,Sample X62,WL535,984,24970,984
F03,Sample X63,WL535,984,26741,984
F04,Sample X64,WL535,984,22760,984
F05,Sample X65,WL535,984,25966,984
F06,Sample X66,WL535,984,26550,984
F07,Sample X67,WL535,984,25667,984
F08,Sample X68,WL535,984,20634,984
F09,Sample X69,WL535,984,31584,984
F10,Sample X70,WL535,984,29539,984
F11,Sample X71,WL535,984,26296,984
F12,Sample X72,WL535,984,30798,984
G01,Sample X73,WL535,984,28644,984
G02,Sample X74,WL535,984,35632,984
G03,Sample X75,WL535,984,31368,984
G04,Sample X76,WL535,984,18861,984
G05,Sample X77,WL535,984,24595,984
G06,Sample X78,WL535,984,26865,984
G07,Sample X79,WL535,984,18610,984
G08,Sample X80,WL535,984,20302,984
G09,Sample X81,WL535,984,28576,984
G10,Sample X82,WL535,984,22196,984
G11,Sample X83,WL535,984,32102,984
G12,Sample X84,WL535,984,34072,984
H01,Sample X85,WL535,984,19673,984
H02,Sample X86,WL535,984,19775,984
H03,Sample X87,WL535,984,31715,984
H04,Sample X88,WL535,984,31854,984
H05,Sample X89,WL535,984,22519,984
H06,Sample X90,WL535,984,18616,984
H07,Sample X91,WL535,984,20156,984
H08,Sample X92,WL535,984,23125,984
H09,Sample X93,WL535,984,19682,984
H10,Sample X94,WL535,984,18568,984
H11,Sample X95,WL535,984,18601,984
H12,Sample X96,WL535,984,19425,984
A01,Sample X1,WL535,990,25763,990
A02,Sample X2,WL535,990,25247,990
A03,Sample X3,WL535,990,31497,990
A04,Sample X4,WL535,990,20279,990
A05,Sample X5,WL535,990,19775,990
A06,Sample X6,WL535,990,19749,990
A07,Sample X7,WL535,990,34351,990
A08,Sample X8,WL535,990,29255,990
A09,Sample X9,WL535,990,27225,990
A10,Sample X10,WL535,990,35005,990
A11,Sample X11,WL535,990,19628,990
A12,Sample X12,WL535,990,25295,990
B01,Sample X13,WL535,990,26327,990
B02,Sample X14,WL535,990,32316,990
B03,Sample X15,WL535,990,23614,990
B04,Sample X16,WL535,990,22934,990
B05,Sample X17,WL535,990,32512,990
B06,Sample X18,WL535,990,18555,990
B07,Sample X19,WL535,990,18982,990
B08,Sample X20,WL535,990,18763,990
B09,Sample X21,WL535,990,18119,990
B10,Sample X22,WL535,990,25000,990
B11,Sample X23,WL535,990,24131,990
B12,Sample X24,WL535,990,25224,990
C01,Sample X25,WL535,990,19696,990
C02,Sample X26,WL535,990,19754,990
C03,Sample X27,WL535,990,24551,990
C04,Sample X28,WL535,990,22554,990
C05,Sample X29,WL535,990,23265,990
C06,Sample X30,WL535,990,31805,990
C07,Sample X31,WL535,990,22306,990
C08,Sample X32,WL535,990,28930,990
C09,Sample X33,WL535,990,31465,990
C10,Sample X34,WL535,990,19775,990
C11,Sample X35,WL535,990,25069,990
C12,Sample X36,WL535,990,28650,990
D01,Sample X37,WL535,990,29873,990
D02,Sample X38,WL535,990,22081,990
D03,Sample X39,WL535,990,23708,990
D04,Sample X40,WL535,990,23677,990
D05,Sample X41,WL535,990,18664,990
D06,Sample X42,WL535,990,18645,990
D07,Sample X43,WL535,990,31447,990
D08,Sample X44,WL535,990,18793,990
D09,Sample X45,WL535,990,33185,990
D10,Sample X46,WL535,990,24032,990
D11,Sample X47,WL535,990,21413,990
D12,Sample X48,WL535,990,24981,990
E01,Sample X49,WL535,990,27480,990
E02,Sample X50,WL535,990,32014,990
E03,Sample X51,WL535,990,23057,990
E04,Sample X52,WL535,990,23308,990
E05,Sample X53,WL535,990,18786,990
E06,Sample X54,WL535,990,31715,990
E07,Sample X55,WL535,990,18390,990
E08,Sample X56,WL535,990,20526,990
E09,Sample X57,WL535,990,33334,990
E10,Sample X58,WL535,990,19466,990
E11,Sample X59,WL535,990,32869,990
E12,Sample X60,WL535,990,29322,990
F01,Sample X61,WL535,990,34729,990
F02,Sample X62,WL535,990,24834,990
F03,Sample X63,WL535,990,26533,990
F04,Sample X64,WL535,990,22439,990
F05,Sample X65,WL535,990,26415,990
F06,Sample X66,WL535,990,26991,990
F07,Sample X67,WL535,990,25456,990
F08,Sample X68,WL535,990,20102,990
F09,Sample X69,WL535,990,31906,990
F10,Sample X70,WL535,990,29208,990
F11,Sample X71,WL535,990,26621,990
F12,Sample X72,WL535,990,30834,990
G01,Sample X73,WL535,990,28899,990
G02,Sample X74,WL535,990,35309,990
G03,Sample X75,WL535,990,31005,990
G04,Sample X76,WL535,990,18856,990
G05,Sample X77,WL535,990,24311,990
G06,Sample X78,WL535,990,26537,990
G07,Sample X79,WL535,990,18569,990
G08,Sample X80,WL535,990,20146,990
G09,Sample X81,WL535,990,28908,990
G10,Sample X82,WL535,990,22446,990
G11,Sample X83,WL535,990,32264,990
G12,Sample X84,WL535,990,33952,990
H01,Sample X85,WL535,990,19611,990
H02,Sample X86,WL535,990,19457,990
H03,Sample X87,WL535,990,31316,990
H04,Sample X88,WL535,990,31909,990
H05,Sample X89,WL535,990,22225,990
H06,Sample X90,WL535,990,18670,990
H07,Sample X91,WL535,990,20262,990
H08,Sample X92,WL535,990,23052,990
H09,Sample X93,WL535,990,19663,990
H10,Sample X94,WL535,990,18846,990
H11,Sample X95,WL535,990,18540,990
H12,Sample X96,WL535,990,19659,990
A01,Sample X1,WL535,996,25307,996
A02,Sample X2,WL535,996,25408,996
A03,Sample X3,WL535,996,31280,996
A04,Sample X4,WL535,996,20273,996
A05,Sample X5,WL535,996,19874,996
A06,Sample X6,WL535,996,19905,996
A07,Sample X7,WL535,996,33395,996
A08,Sample X8,WL535,996,29287,996
A09,Sample X9,WL535,996,27668,996
A10,Sample X10,WL535,996,35420,996
A11,Sample X11,WL535,996,19877,996
A12,Sample X12,WL535,996,24971,996
B01,Sample X13,WL535,996,26155,996
B02,Sample X14,WL535,996,32220,996
B03,Sample X15,WL535,996,24047,996
B04,Sample X16,WL535,996,22784,996
B05,Sample X17,WL535,996,32843,996
B06,Sample X18,WL535,996,18238,996
B07,Sample X19,WL535,996,18480,996
B08,Sample X20,WL535,996,19022,996
B09,Sample X21,WL535,996,18276,996
B10,Sample X22,WL535,996,24646,996
B11,Sample X23,WL535,996,24528,996
B12,Sample X24,WL535,996,25333,996
C01,Sample X25,WL535,996,19825,996
C02,Sample X26,WL535,996,19824,996
C03,Sample X27,WL535,996,24198,996
C04,Sample X28,WL535,996,22737,996
C05,Sample X29,WL535,996,23330,996
C06,Sample X30,WL535,996,31607,996
C07,Sample X31,WL535,996,22636,996
C08,Sample X32,WL535,996,28860,996
C09,Sample X33,WL535,996,31614,996
C10,Sample X34,WL535,996,19861,996
C11,Sample X35,WL535,996,25070,996
C12,Sample X36,WL535,996,28749,996
D01,Sample X37,WL535,996,29786,996
D02,Sample X38,WL535,996,21658,996
D03,Sample X39,WL535,996,23621,996
D04,Sample X40,WL535,996,23763,996
D05,Sample X41,WL535,996,18526,996
D06,Sample X42,WL535,996,18788,996
D07,Sample X43,WL535,996,31169,996
D08,Sample X44,WL535,996,18989,996
D09,Sample X45,WL535,996,33168,996
D10,Sample X46,WL535,996,24157,996
D11,Sample X47,WL535,996,21781,996
D12,Sample X48,WL535,996,24306,996
E01,Sample X49,WL535,996,27952,996
E02,Sample X50,WL535,996,31652,996
E03,Sample X51,WL535,996,23361,996
E04,Sample X52,WL535,996,23563,996
E05,Sample X53,WL535,996,18283,996
E06,Sample X54,WL535,996,31876,996
E07,Sample X55,WL535,996,18291,996
E08,Sample X56,WL535,996,20643,996
E09,Sample X57,WL535,996,32928,996
E10,Sample X58,WL535,996,19298,996
E11,Sample X59,WL535,996,32466,996
E12,Sample X60,WL535,996,29551,996
F01,Sample X61,WL535,996,34868,996
F02,Sample X62,WL535,996,24623,996
F03,Sample X63,WL535,996,26183,996
F04,Sample X64,WL535,996,22993,996
F05,Sample X65,WL535,996,26434,996
F06,Sample X66,WL535,996,27219,996
F07,Sample X67,WL535,996,25671,996
F08,Sample X68,WL535,996,20589,996
F09,Sample X69,WL535,996,32279,996
F10,Sample X70,WL535,996,29939,996
F11,Sample X71,WL535,996,26219,996
F12,Sample X72,WL535,996,31362,996
G01,Sample X73,WL535,996,28802,996
G02,Sample X74,WL535,996,35279,996
G03,Sample X75,WL535,996,30911,996
G04,Sample X76,WL535,996,18680,996
G05,Sample X77,WL535,996,24640,996
G06,Sample X78,WL535,996,26695,996
G07,Sample X79,WL535,996,18791,996
G08,Sample X80,WL535,996,20358,996
G09,Sample X81,WL535,996,28753,996
G10,Sample X82,WL535,996,22430,996
G11,Sample X83,WL535,996,31859,996
G12,Sample X84,WL535,996,33603,996
H01,Sample X85,WL535,996,19650,996
H02,Sample X86,WL535,996,19667,996
H03,Sample X87,WL535,996,31932,996
H04,Sample X88,WL535,996,31675,996
H05,Sample X89,WL535,996,22332,996
H06,Sample X90,WL535,996,18782,996
H07,Sample X91,WL535,996,20410,996
H08,Sample X92,WL535,996,23118,996
H09,Sample X93,WL535,996,19643,996
H10,Sample X94,WL535,996,18871,996
H11,Sample X95,WL535,996,18285,996
H12,Sample X96,WL535,996,19321,996
A01,Sample X1,WL535,1002,25766,1002
A02,Sample X2,WL535,1002,25196,1002
A03,Sample X3,WL535,1002,31765,1002
A04,Sample X4,WL535,1002,20751,1002
A05,Sample X5,WL535,1002,19825,1002
A06,Sample X6,WL535,1002,19682,1002
A07,Sample X7,WL535,1002,33918,1002
A08,Sample X8,WL535,1002,29123,1002
A09,Sample X9,WL535,1002,27485,1002
A10,Sample X10,WL535,1002,35055,1002
A11,Sample X11,WL535,1002,19569,1002
A12,Sample X12,WL535,1002,25197,1002
B01,Sample X13,WL535,1002,26389,1002
B02,Sample X14,WL535,1002,32405,1002
B03,Sample X15,WL535,1002,23902,1002
B04,Sample X16,WL535,1002,22988,1002
B05,Sample X17,WL535,1002,33401,1002
B06,Sample X18,WL535,1002,18274,1002
B07,Sample X19,WL535,1002,18958,1002
B08,Sample X20,WL535,1002,19185,1002
B09,Sample X21,WL535,1002,18417,1002
B10,Sample X22,WL535,1002,25009,1002
B11,Sample X23,WL535,1002,24210,1002
B12,Sample X24,WL535,1002,25489,1002
C01,Sample X25,WL535,1002,19605,1002
C02,Sample X26,WL535,1002,19572,1002
C03,Sample X27,WL535,1002,24199,1002
C04,Sample X28,WL535,1002,22842,1002
C05,Sample X29,WL535,1002,23243,1002
C06,Sample X30,WL535,1002,31597,1002
C07,Sample X31,WL535,1002,22774,1002
C08,Sample X32,WL535,1002,28696,1002
C09,Sample X33,WL535,1002,31880,1002
C10,Sample X34,WL535,1002,19910,1002
C11,Sample X35,WL535,1002,25305,1002
C12,Sample X36,WL535,1002,28943,1002
D01,Sample X37,WL535,1002,29848,1002
D02,Sample X38,WL535,1002,22166,1002
D03,Sample X39,WL535,1002,23945,1002
D04,Sample X40,WL535,1002,23884,1002
D05,Sample X41,WL535,1002,18434,1002
D06,Sample X42,WL535,1002,19224,1002
D07,Sample X43,WL535,1002,31092,1002
D08,Sample X44,WL535,1002,18700,1002
D09,Sample X45,WL535,1002,32867,1002
D10,Sample X46,WL535,1002,24065,1002
D11,Sample X47,WL535,1002,21859,1002
D12,Sample X48,WL535,1002,24460,1002
E01,Sample X49,WL535,1002,27736,1002
E02,Sample X50,WL535,1002,31613,1002
E03,Sample X51,WL535,1002,23006,1002
E04,Sample X52,WL535,1002,23452,1002
E05,Sample X53,WL535,1002,18348,1002
E06,Sample X54,WL535,1002,31957,1002
E07,Sample X55,WL535,1002,18599,1002
E08,Sample X56,WL535,1002,20638,1002
E09,Sample X57,WL535,1002,32637,1002
E10,Sample X58,WL535,1002,19161,1002
E11,Sample X59,WL535,1002,32435,1002
E12,Sample X60,WL535,1002,29566,1002
F01,Sample X61,WL535,1002,34743,1002
F02,Sample X62,WL535,1002,24561,1002
F03,Sample X63,WL535,1002,27145,1002
F04,Sample X64,WL535,1002,22919,1002
F05,Sample X65,WL535,1002,26485,1002
F06,Sample X66,WL535,1002,26792,1002
F07,Sample X67,WL535,1002,25587,1002
F08,Sample X68,WL535,1002,20474,1002
F09,Sample X69,WL535,1002,31964,1002
F10,Sample X70,WL535,1002,29048,1002
F11,Sample X71,WL535,1002,26191,1002
F12,Sample X72,WL535,1002,31165,1002
G01,Sample X73,WL535,1002,28665,1002
G02,Sample X74,WL535,1002,35581,1002
G03,Sample X75,WL535,1002,31200,1002
G04,Sample X76,WL535,1002,18763,1002
G05,Sample X77,WL535,1002,24255,1002
G06,Sample X78,WL535,1002,26277,1002
G07,Sample X79,WL535,1002,18534,1002
G08,Sample X80,WL535,1002,20147,1002
G09,Sample X81,WL535,1002,29071,1002
G10,Sample X82,WL535,1002,22367,1002
G11,Sample X83,WL535,1002,31783,1002
G12,Sample X84,WL535,1002,33887,1002
H01,Sample X85,WL535,1002,19682,1002
H02,Sample X86,WL535,1002,19622,1002
H03,Sample X87,WL535,1002,31675,1002
H04,Sample X88,WL535,1002,31742,1002
H05,Sample X89,WL535,1002,22187,1002
H06,Sample X90,WL535,1002,18775,1002
H07,Sample X91,WL535,1002,20629,1002
H08,Sample X92,WL535,1002,23046,1002
H09,Sample X93,WL535,1002,19944,1002
H10,Sample X94,WL535,1002,18361,1002
H11,Sample X95,WL535,1002,18273,1002
H12,Sample X96,WL535,1002,19399,1002
A01,Sample X1,WL535,1008,25189,1008
A02,Sample X2,WL535,1008,25451,1008
A03,Sample X3,WL535,1008,31840,1008
A04,Sample X4,WL535,1008,20352,1008
A05,Sample X5,WL535,1008,19779,1008
A06,Sample X6,WL535,1008,19968,1008
A07,Sample X7,WL535,1008,33419,1008
A08,Sample X8,WL535,1008,29187,1008
A09,Sample X9,WL535,1008,27325,1008
A10,Sample X10,WL535,1008,35000,1008
A11,Sample X11,WL535,1008,19707,1008
A12,Sample X12,WL535,1008,24817,1008
B01,Sample X13,WL535,1008,26346,1008
B02,Sample X14,WL535,1008,31770,1008
B03,Sample X15,WL535,1008,23951,1008
B04,Sample X16,WL535,1008,22861,1008
B05,Sample X17,WL535,1008,33452,1008
B06,Sample X18,WL535,1008,18165,1008
B07,Sample X19,WL535,1008,18977,1008
B08,Sample X20,WL535,1008,18654,1008
B09,Sample X21,WL535,1008,18328,1008
B10,Sample X22,WL535,1008,25172,1008
B11,Sample X23,WL535,1008,24163,1008
B12,Sample X24,WL535,1008,24666,1008
C01,Sample X25,WL535,1008,19748,1008
C02,Sample X26,WL535,1008,19559,1008
C03,Sample X27,WL535,1008,24594,1008
C04,Sample X28,WL535,1008,22833,1008
C05,Sample X29,WL535,1008,22973,1008
C06,Sample X30,WL535,1008,31336,1008
C07,Sample X31,WL535,1008,22390,1008
C08,Sample X32,WL535,1008,28985,1008
C09,Sample X33,WL535,1008,31707,1008
C10,Sample X34,WL535,1008,19833,1008
C11,Sample X35,WL535,1008,25294,1008
C12,Sample X36,WL535,1008,28383,1008
D01,Sample X37,WL535,1008,29693,1008
D02,Sample X38,WL535,1008,22167,1008
D03,Sample X39,WL535,1008,23610,1008
D04,Sample X40,WL535,1008,23883,1008
D05,Sample X41,WL535,1008,18635,1008
D06,Sample X42,WL535,1008,18640,1008
D07,Sample X43,WL535,1008,30494,1008
D08,Sample X44,WL535,1008,18685,1008
D09,Sample X45,WL535,1008,32769,1008
D10,Sample X46,WL535,1008,24252,1008
D11,Sample X47,WL535,1008,21934,1008
D12,Sample X48,WL535,1008,24575,1008
E01,Sample X49,WL535,1008,27697,1008
E02,Sample X50,WL535,1008,31731,1008
E03,Sample X51,WL535,1008,23270,1008
E04,Sample X52,WL535,1008,23545,1008
E05,Sample X53,WL535,1008,18626,1008
E06,Sample X54,WL535,1008,31669,1008
E07,Sample X55,WL535,1008,18539,1008
E08,Sample X56,WL535,1008,20624,1008
E09,Sample X57,WL535,1008,32875,1008
E10,Sample X58,WL535,1008,19161,1008
E11,Sample X59,WL535,1008,32121,1008
E12,Sample X60,WL535,1008,29451,1008
F01,Sample X61,WL535,1008,35111,1008
F02,Sample X62,WL535,1008,24561,1008
F03,Sample X63,WL535,1008,26398,1008
F04,Sample X64,WL535,1008,23047,1008
F05,Sample X65,WL535,1008,26354,1008
F06,Sample X66,WL535,1008,26987,1008
F07,Sample X67,WL535,1008,25408,1008
F08,Sample X68,WL535,1008,20758,1008
F09,Sample X69,WL535,1008,31905,1008
F10,Sample X70,WL535,1008,29677,1008
F11,Sample X71,WL535,1008,26496,1008
F12,Sample X72,WL535,1008,31417,1008
G01,Sample X73,WL535,1008,28788,1008
G02,Sample X74,WL535,1008,36006,1008
