"well_id","time_of_max_rate_OD","max_rate_OD","doubling_time_OD","AUC_OD","time_of_max_OD","max_OD","time_of_min_OD","min_OD","end_point_OD","end_point_timepoint_OD","sample_id","well_row","well_col","well","experiment","plate","replicate","strain_group.x","sd","outlier_sd","outlier_mad","outlier_tukey","proportion_outlier_sd","proportion_outlier_mad","proportion_outlier_tukey","outlier_curve","strain_group.y","ST.x","mecA.x","mortality.x","intrahost_index.x","included.x","unrelated_to_index.x","mut_count.x","scv.x","vanco_difference.x","persister_type.x","intrahost_sampledelay.x","sample_type.x","genes.x","strain_group","ST.y","mecA.y","mortality.y","intrahost_index.y","included.y","unrelated_to_index.y","mut_count.y","scv.y","vanco_difference.y","persister_type.y","intrahost_sampledelay.y","sample_type.y","genes.y","ST","mecA","mortality","intrahost_index","included","unrelated_to_index","mut_count","scv","vanco_difference","persister_type","intrahost_sampledelay","sample_type","genes"
"exp200801_GP2_C12",360,0.0214469962986857,32.3190796000847,99.2738444446667,810,5.47041399785155,180,-0.0159101892605959,5.42359493907307,930,"TOX-4","C",12,"C12","exp200801","GP2",2,"CONTROL",1.61607649398457,FALSE,FALSE,FALSE,0,0,0,FALSE,"CONTROL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CONTROL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"exp200801_GP2_D01",360,0.0204193376169953,33.9456251501043,90.9186777776667,900,5.47382079390315,180,-0.029411018629422,5.46219878329511,930,"BPH3220","D",1,"D01","exp200801","GP2",3,"VSS-021",0.786969040181053,FALSE,FALSE,FALSE,0,0,0,FALSE,"VSS-021","239",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VSS-021","239",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"239",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"exp200801_GP2_D02",330,0.0225617021306384,30.7222910996004,105.465844444667,930,6.01607387398651,60,0.00970331917970295,6.01607387398651,930,"BPH3202","D",2,"D02","exp200801","GP2",2,"VSS-003",0.125848530475478,FALSE,FALSE,FALSE,0,0,0,FALSE,"VSS-003","239",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VSS-003","239",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"239",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"exp200801_GP2_D03",330,0.0245175606743318,28.2714577427608,106.245777777667,930,5.8176266424884,180,-0.0299120299380538,5.8176266424884,930,"BPH2988","D",3,"D03","exp200801","GP2",3,"VAN-222",0.308520015925391,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-222","39",0,NA,0,TRUE,0,0,FALSE,0,"Persistent",5,"paired-invasive",NA,"VAN-222","39",0,NA,0,TRUE,0,0,FALSE,0,"Persistent",5,"paired-invasive",NA,"39",0,NA,0,TRUE,0,0,FALSE,0,"Persistent",5,"paired-invasive",NA
"exp200801_GP2_D04",330,0.0274143646989943,25.2840869438559,115.966844444667,930,6.35243694867287,180,-0.0063708583219371,6.35243694867287,930,"BPH2948","D",4,"D04","exp200801","GP2",3,"VAN-196",0.409774632459296,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-196","239",1,NA,0,TRUE,0,0,FALSE,0,"Relapse (on treatment)",9,"paired-invasive",NA,"VAN-196","239",1,NA,0,TRUE,0,0,FALSE,0,"Relapse (on treatment)",9,"paired-invasive",NA,"239",1,NA,0,TRUE,0,0,FALSE,0,"Relapse (on treatment)",9,"paired-invasive",NA
"exp200801_GP2_D05",270,0.0229662946764157,30.1810627411197,116.262844444667,930,6.23742616918989,150,-0.0203597438759528,6.23742616918989,930,"BPH2959","D",5,"D05","exp200801","GP2",2,"VAN-206",0.271483919599166,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-206","5",0,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA,"VAN-206","5",0,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA,"5",0,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA
"exp200801_GP2_D06",300,0.000545073754987394,1271.65759535785,0.880844444666667,780,0.0613962697504214,930,-0.0117565959997876,-0.0117565959997876,930,"Non infected","D",6,"D06","exp200801","GP2",2,"CONTROL",0.00893502925301889,FALSE,FALSE,FALSE,0,0,0,FALSE,"CONTROL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CONTROL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"exp200801_GP2_D07",360,0.0251006371825065,27.6147244996244,109.836844444667,930,6.30262077820887,90,0.0295121232748021,6.30262077820887,930,"BPH2922","D",7,"D07","exp200801","GP2",2,"VAN-176",0.425497096687514,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-176","1",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-176","1",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"exp200801_GP2_D08",270,0.0282670061415474,24.5214217978728,117.125844444667,900,6.01254823425698,150,0.000682098071010265,6.00148643626645,930,"BPH2966","D",8,"D08","exp200801","GP2",3,"VAN-208",0.285969037275516,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-208","8",0,NA,0,TRUE,0,0,FALSE,0.25,"Persistent",3,"paired-invasive",NA,"VAN-208","8",0,NA,0,TRUE,0,0,FALSE,0.25,"Persistent",3,"paired-invasive",NA,"8",0,NA,0,TRUE,0,0,FALSE,0.25,"Persistent",3,"paired-invasive",NA
"exp200801_GP2_D09",480,0.0221745939286783,31.2586188856203,76.4078444446667,930,6.06865956536238,180,-0.00896390204783573,6.06865956536238,930,"BPH2946","D",9,"D09","exp200801","GP2",3,"VAN-195",0.010342931881615,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-195","239",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-195","239",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"239",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"exp200801_GP2_D10",300,0.0277717355514136,24.9587275262912,116.512844444667,930,6.1224004917848,150,0.0112047489203473,6.1224004917848,930,"BPH2948","D",10,"D10","exp200801","GP2",1,"VAN-196",0.0502653168310374,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-196","239",1,NA,0,TRUE,0,0,FALSE,0,"Relapse (on treatment)",9,"paired-invasive",NA,"VAN-196","239",1,NA,0,TRUE,0,0,FALSE,0,"Relapse (on treatment)",9,"paired-invasive",NA,"239",1,NA,0,TRUE,0,0,FALSE,0,"Relapse (on treatment)",9,"paired-invasive",NA
"exp200801_GP2_D11",300,0.026555859929769,26.1014775041395,109.704844444667,930,5.98191747226522,180,-0.0186101368722776,5.98191747226522,930,"BPH2975","D",11,"D11","exp200801","GP2",1,"VAN-215",0.0105379700677497,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-215","39",0,NA,0,TRUE,0,0,FALSE,0,"Persistent",5,"paired-invasive",NA,"VAN-215","39",0,NA,0,TRUE,0,0,FALSE,0,"Persistent",5,"paired-invasive",NA,"39",0,NA,0,TRUE,0,0,FALSE,0,"Persistent",5,"paired-invasive",NA
"exp200801_GP2_D12",300,0.0221987246536781,31.2246397652893,103.632844444667,930,5.6726925924714,150,0.0112480305940685,5.6726925924714,930,"BPH3202","D",12,"D12","exp200801","GP2",3,"VSS-003",0.0105457809008953,FALSE,FALSE,FALSE,0,0,0,FALSE,"VSS-003","239",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VSS-003","239",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"239",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"exp200801_GP2_E01",360,0.0210147655922063,32.9838169033401,98.1588444446667,930,5.61155539320512,180,-0.0165042093216847,5.61155539320512,930,"TOX-4","E",1,"E01","exp200801","GP2",1,"CONTROL",1.38865168422082,FALSE,FALSE,FALSE,0,0,0,FALSE,"CONTROL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CONTROL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"exp200801_GP2_E02",270,0.0294322024241064,23.5506392138776,118.629844444667,930,6.0327652549939,150,-0.016011228369085,6.0327652549939,930,"BPH2990","E",2,"E02","exp200801","GP2",2,"VAN-223",0.00704312797501463,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-223","2176",0,NA,0,TRUE,0,0,FALSE,0,"Persistent",6,"paired-invasive",NA,"VAN-223","2176",0,NA,0,TRUE,0,0,FALSE,0,"Persistent",6,"paired-invasive",NA,"2176",0,NA,0,TRUE,0,0,FALSE,0,"Persistent",6,"paired-invasive",NA
"exp200801_GP2_E03",270,0.0302371900346284,22.9236638644707,121.551844444667,930,6.27326999668627,150,-0.00456506152672309,6.27326999668627,930,"BPH2989","E",3,"E03","exp200801","GP2",2,"VAN-223",0.20569925550451,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-223","2176",0,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA,"VAN-223","2176",0,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA,"2176",0,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA
"exp200801_GP2_E04",420,0.0269178003226031,25.750513498605,98.0058444446667,930,6.41470175958222,180,1.34318159620628e-05,6.41470175958222,930,"BPH2948","E",4,"E04","exp200801","GP2",2,"VAN-196",0.345664015402827,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-196","239",1,NA,0,TRUE,0,0,FALSE,0,"Relapse (on treatment)",9,"paired-invasive",NA,"VAN-196","239",1,NA,0,TRUE,0,0,FALSE,0,"Relapse (on treatment)",9,"paired-invasive",NA,"239",1,NA,0,TRUE,0,0,FALSE,0,"Relapse (on treatment)",9,"paired-invasive",NA
"exp200801_GP2_E05",810,0.000317732257489362,2181.54488322028,-0.245388888333333,930,0.0120424333048407,780,-0.025010244150023,0.0120424333048407,930,"Non infected","E",5,"E05","exp200801","GP2",1,"CONTROL",0.0138902554707021,FALSE,FALSE,FALSE,0,0,0,FALSE,"CONTROL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CONTROL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"exp200801_GP2_E06",300,0.0299012691654818,23.181195979471,118.574844444667,930,6.34666286111654,180,-0.0217027740727476,6.34666286111654,930,"BPH2990","E",6,"E06","exp200801","GP2",1,"VAN-223",0.353544753345632,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-223","2176",0,NA,0,TRUE,0,0,FALSE,0,"Persistent",6,"paired-invasive",NA,"VAN-223","2176",0,NA,0,TRUE,0,0,FALSE,0,"Persistent",6,"paired-invasive",NA,"2176",0,NA,0,TRUE,0,0,FALSE,0,"Persistent",6,"paired-invasive",NA
"exp200801_GP2_E08",390,0.0238585227948256,29.0523929968654,106.526844444667,840,6.42565450130121,90,0.0239993070576824,6.4164957846676,930,"BPH2925","E",8,"E08","exp200801","GP2",2,"VAN-176",0.47238296410975,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-176","1",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-176","1",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"exp200801_GP2_E09",480,0.0226374571234688,30.6194806589536,77.5008444446667,930,6.03432359802343,180,-0.00891796765862881,6.03432359802343,930,"BPH2946","E",9,"E09","exp200801","GP2",2,"VAN-195",0.0357617129810675,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-195","239",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-195","239",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"239",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"exp200801_GP2_E10",300,0.0254997569938376,27.1825014147176,119.933844444667,930,6.45871743175937,90,0.00941702554589245,6.45871743175937,930,"BPH2960","E",10,"E10","exp200801","GP2",3,"VAN-206",0.38938885472712,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-206","5",0,NA,0,TRUE,0,0,FALSE,-0.25,"Persistent",3,"paired-invasive",NA,"VAN-206","5",0,NA,0,TRUE,0,0,FALSE,-0.25,"Persistent",3,"paired-invasive",NA,"5",0,NA,0,TRUE,0,0,FALSE,-0.25,"Persistent",3,"paired-invasive",NA
"exp200801_GP2_E11",540,0.0213594894103265,32.4514864210581,73.9151111116667,930,5.83600478341084,90,-0.00816087137022159,5.83600478341084,930,"BPH2926","E",11,"E11","exp200801","GP2",1,"VAN-176",1.03518751132576,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-176","1",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-176","1",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"exp200801_GP2_E12",270,0.0295800638386151,23.4329169923927,113.119844444667,900,5.4790354886434,120,0.0112372929031601,5.45749996333499,930,"BPH2989","E",12,"E12","exp200801","GP2",3,"VAN-223",0.388333440507993,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-223","2176",0,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA,"VAN-223","2176",0,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA,"2176",0,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA
"exp200801_GP2_F01",330,0.0211429078873184,32.7839095858568,98.5879111106667,930,5.64853174700253,180,-0.0261838917647076,5.64853174700253,930,"BPH3208","F",1,"F01","exp200801","GP2",1,"VSS-009",0.675837307518711,FALSE,FALSE,FALSE,0,0,0,FALSE,"VSS-009","239",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VSS-009","239",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"239",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"exp200801_GP2_F02",300,0.0293466631418165,23.6192843189818,117.443077777667,930,6.19408519507629,150,-0.0272899892161961,6.19408519507629,930,"BPH2989","F",2,"F02","exp200801","GP2",1,"VAN-223",0.147680529855081,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-223","2176",0,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA,"VAN-223","2176",0,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA,"2176",0,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA
"exp200801_GP2_F03",300,0.0271790925821929,25.5029552021938,112.809844444667,930,5.95071539514071,150,0.00578811123680188,5.95071539514071,930,"BPH2973","F",3,"F03","exp200801","GP2",2,"VAN-215",0.124138631878192,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-215","39",0,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA,"VAN-215","39",0,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA,"39",0,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA
"exp200801_GP2_F04",270,0.0297724653658093,23.2814841513244,120.597844444667,930,6.24931351150363,150,-0.00347346126898085,6.24931351150363,930,"BPH2991","F",4,"F04","exp200801","GP2",1,"VAN-223",0.58668990021357,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-223","2176",0,NA,0,TRUE,0,0,FALSE,0,"Persistent",7,"paired-invasive",NA,"VAN-223","2176",0,NA,0,TRUE,0,0,FALSE,0,"Persistent",7,"paired-invasive",NA,"2176",0,NA,0,TRUE,0,0,FALSE,0,"Persistent",7,"paired-invasive",NA
"exp200801_GP2_F05",300,0.02972540858463,23.3183398837568,113.282844444667,930,5.97011811120399,180,-0.0326970801740559,5.97011811120399,930,"BPH3216","F",5,"F05","exp200801","GP2",2,"VSS-017",0.0361862267890315,FALSE,FALSE,FALSE,0,0,0,FALSE,"VSS-017","188",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VSS-017","188",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"188",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"exp200801_GP2_F06",330,0.0291482104100066,23.7800938997609,111.980844444667,930,6.33873849285382,180,-0.0442746647183779,6.33873849285382,930,"BPH3216","F",6,"F06","exp200801","GP2",1,"VSS-017",0.364682865813879,FALSE,FALSE,FALSE,0,0,0,FALSE,"VSS-017","188",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VSS-017","188",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"188",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"exp200801_GP2_F07",390,0.0260337852924789,26.6249096231194,101.172844444667,930,6.00108914649205,180,-0.015766286489805,6.00108914649205,930,"BPH2973","F",7,"F07","exp200801","GP2",3,"VAN-215",0.00708127809249847,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-215","39",0,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA,"VAN-215","39",0,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA,"39",0,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA
"exp200801_GP2_F08",450,0.0232711593155822,29.785674669668,88.9878444446667,930,6.62443085790886,180,0.00683191133860638,6.62443085790886,930,"BPH2925","F",8,"F08","exp200801","GP2",3,"VAN-176",0.153326084638852,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-176","1",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-176","1",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"exp200801_GP2_F09",390,0.0230342504160366,30.0920224465985,96.1478444446667,930,6.35430485732722,180,-0.0109671073491019,6.35430485732722,930,"BPH2946","F",9,"F09","exp200801","GP2",1,"VAN-195",0.230540142035942,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-195","239",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-195","239",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"239",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"exp200801_GP2_F10",360,0.0263931566408676,26.2623827074426,106.787844444667,930,5.99478679458673,180,-0.0100079742262731,5.99478679458673,930,"BPH2974","F",10,"F10","exp200801","GP2",2,"VAN-215",0.782207075549416,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-215","39",0,NA,0,TRUE,0,0,FALSE,0,"Persistent",3,"paired-invasive",NA,"VAN-215","39",0,NA,0,TRUE,0,0,FALSE,0,"Persistent",3,"paired-invasive",NA,"39",0,NA,0,TRUE,0,0,FALSE,0,"Persistent",3,"paired-invasive",NA
"exp200801_GP2_F12",450,0.0207411608846977,33.4189192405007,80.3475777776667,930,5.49862232581224,180,-0.0143140218019126,5.49862232581224,930,"BPH3220","F",12,"F12","exp200801","GP2",2,"VSS-021",0.786969040181053,FALSE,FALSE,FALSE,0,0,0,FALSE,"VSS-021","239",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VSS-021","239",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"239",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"exp200801_GP2_G01",300,0.0287202364672157,24.134452421768,117.764911111667,930,5.93600295571981,90,-0.00477071588676644,5.93600295571981,930,"BPH2964","G",1,"G01","exp200801","GP2",2,"VAN-207",0.0110685814271608,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-207","20",0,NA,0,TRUE,0,0,FALSE,0,"Persistent",7,"paired-invasive",NA,"VAN-207","20",0,NA,0,TRUE,0,0,FALSE,0,"Persistent",7,"paired-invasive",NA,"20",0,NA,0,TRUE,0,0,FALSE,0,"Persistent",7,"paired-invasive",NA
"exp200801_GP2_G02",360,0.0220615505471008,31.4187880439363,103.660844444667,930,6.09004361529291,180,-0.0165943829528628,6.09004361529291,930,"BPH3208","G",2,"G02","exp200801","GP2",2,"VSS-009",0.164942513825881,FALSE,FALSE,FALSE,0,0,0,FALSE,"VSS-009","239",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VSS-009","239",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"239",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"exp200801_GP2_G03",330,0.0241579872522699,28.6922570709949,116.355844444667,900,6.63756833609079,150,0.0218904995459598,6.61071580664675,930,"BPH2924","G",3,"G03","exp200801","GP2",3,"VAN-176",0.0464183287686528,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-176","1",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-176","1",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"exp200801_GP2_G04",330,0.0282077164299239,24.5729632982494,110.959844444667,930,5.97798874912696,180,-0.0251503610088088,5.97798874912696,930,"BPH2953","G",4,"G04","exp200801","GP2",2,"VAN-200",0.195591123735819,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-200","45",1,NA,0,TRUE,0,2,FALSE,0,NA,-85,"paired-colonising","hypothetical protein","VAN-200","45",1,NA,0,TRUE,0,2,FALSE,0,NA,-85,"paired-colonising","hypothetical protein","45",1,NA,0,TRUE,0,2,FALSE,0,NA,-85,"paired-colonising","hypothetical protein"
"exp200801_GP2_G05",330,0.0287356100537751,24.1215404601749,113.657844444667,930,6.05416407351465,180,-0.013335012626315,6.05416407351465,930,"BPH3216","G",5,"G05","exp200801","GP2",3,"VSS-017",0.362607855054166,FALSE,FALSE,FALSE,0,0,0,FALSE,"VSS-017","188",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VSS-017","188",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"188",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"exp200801_GP2_G06",450,0.0245338347624133,28.2527043681679,88.0308444446667,930,6.1460286447705,180,-0.00540203411384821,6.1460286447705,930,"BPH2973","G",6,"G06","exp200801","GP2",1,"VAN-215",0.219088375459949,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-215","39",0,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA,"VAN-215","39",0,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA,"39",0,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA
"exp200801_GP2_G07",300,0.0270514252836303,25.6233146051418,113.896844444667,930,5.86052275764991,150,0.0116486538230017,5.86052275764991,930,"BPH2959","G",7,"G07","exp200801","GP2",1,"VAN-206",0.914891077095615,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-206","5",0,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA,"VAN-206","5",0,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA,"5",0,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA
"exp200801_GP2_G08",510,0.0238937233387368,29.009592633736,72.1178444446667,930,5.69504832141726,90,-0.0033996934709363,5.69504832141726,930,"BPH2925","G",8,"G08","exp200801","GP2",1,"VAN-176",0.47238296410975,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-176","1",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-176","1",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"exp200801_GP2_G09",330,0.0266309544194134,26.0278760439263,108.778844444667,930,5.95102998640645,180,-0.0132317100298929,5.95102998640645,930,"BPH2974","G",9,"G09","exp200801","GP2",1,"VAN-215",0.0534376761886922,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-215","39",0,NA,0,TRUE,0,0,FALSE,0,"Persistent",3,"paired-invasive",NA,"VAN-215","39",0,NA,0,TRUE,0,0,FALSE,0,"Persistent",3,"paired-invasive",NA,"39",0,NA,0,TRUE,0,0,FALSE,0,"Persistent",3,"paired-invasive",NA
"exp200801_GP2_G10",300,0.0291711011712198,23.7614334985682,112.128844444667,930,6.00067729478913,180,-0.0280026468963971,6.00067729478913,930,"BPH2952","G",10,"G10","exp200801","GP2",2,"VAN-200",0.26569340046496,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-200","45",1,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA,"VAN-200","45",1,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA,"45",1,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA
"exp200801_GP2_G11",360,0.0239721189392011,28.9147230713283,107.553844444667,930,6.57390009270001,90,0.00244717483362379,6.57390009270001,930,"BPH2922","G",11,"G11","exp200801","GP2",3,"VAN-176",0.723704467911526,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-176","1",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-176","1",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"exp200801_GP2_G12",390,0.0230572541773437,30.062000237697,95.5348444446667,930,5.69895314159276,180,-0.0143750245170412,5.69895314159276,930,"BPH2987","G",12,"G12","exp200801","GP2",3,"VAN-222",0.195462119319148,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-222","39",0,"Died",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA,"VAN-222","39",0,"Died",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA,"39",0,"Died",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA
"exp200801_GP2_H01",240,0.0290331711162322,23.8743187158227,131.921844444667,840,5.86652528931224,30,0.0327413529382796,5.8618302648083,930,"JE2","H",1,"H01","exp200801","GP2",2,"CONTROL",1.69942223338621,FALSE,FALSE,FALSE,0,0,0,FALSE,"CONTROL","8",1,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,"CONTROL","8",1,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,"8",1,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA
