"sample_id","well_id","time_of_max_rate_death","max_rate_death","doubling_time_death","AUC_death","time_of_max_death","max_death","time_of_min_death","min_death","end_point_death","end_point_timepoint_death","experiment","well","well_row","well_col","cell_number","plate","replicate","strain_group","sd","outlier_sd","outlier_mad","outlier_tukey","proportion_outlier_sd","proportion_outlier_mad","proportion_outlier_tukey","outlier_curve","ST","mecA","mortality","intrahost_index","included","unrelated_to_index","mut_count","scv","vanco_difference","persister_type","intrahost_sampledelay","sample_type","genes"
"BPH2709","exp191115_1_H02",516,0.00215577089322179,321.53100440281,79.7624333258149,1152,0.874088640490106,186,-0.0737005227460968,0.874088640490106,1152,"exp191115","H02","H",2,40000,"1",3,"VAN-007",0.0316932008116176,FALSE,FALSE,FALSE,0,0,0,FALSE,"97",0,NA,0,TRUE,0,0,FALSE,0.5,"Persistent",5,"paired-invasive",NA
"BPH2709","exp191115_1_G04",528,0.00228433506435301,303.434987001902,79.2086408494567,1068,0.86122550237465,216,-0.0772364047244004,0.858672151235721,1152,"exp191115","G04","G",4,40000,"1",2,"VAN-007",0.0316932008116176,FALSE,FALSE,FALSE,0,0,0,FALSE,"97",0,NA,0,TRUE,0,0,FALSE,0.5,"Persistent",5,"paired-invasive",NA
"BPH2709","exp191115_1_C02",528,0.0017663090151468,392.426905267388,59.1547046210783,1152,0.686762955274284,216,-0.0791923893917293,0.686762955274284,1152,"exp191115","C02","C",2,40000,"1",1,"VAN-007",0.0316932008116176,FALSE,FALSE,FALSE,0,0,0,FALSE,"97",0,NA,0,TRUE,0,0,FALSE,0.5,"Persistent",5,"paired-invasive",NA
"BPH2709","exp191116_1_H02",558,0.00148558453525916,466.58211909767,69.0882678339845,1152,0.782806209145553,168,0.00322097700036832,0.782806209145553,1152,"exp191116","H02","H",2,40000,"1",3,"VAN-007",0.0316932008116176,FALSE,FALSE,FALSE,0,0,0,FALSE,"97",0,NA,0,TRUE,0,0,FALSE,0.5,"Persistent",5,"paired-invasive",NA
"BPH2709","exp191116_1_C02",588,0.00196488410162871,352.767463478069,70.8063079879403,1152,0.808421487251445,204,-0.0318137065952135,0.808421487251445,1152,"exp191116","C02","C",2,40000,"1",1,"VAN-007",0.0316932008116176,FALSE,FALSE,FALSE,0,0,0,FALSE,"97",0,NA,0,TRUE,0,0,FALSE,0.5,"Persistent",5,"paired-invasive",NA
"BPH2710","exp191115_1_B08",738,0.000267427868909269,2591.90331728332,-6.29138341862105,1152,0.0823455399389079,222,-0.105686510419818,0.0823455399389079,1152,"exp191115","B08","B",8,40000,"1",3,"VAN-008",0.0184335703268034,FALSE,FALSE,FALSE,0,0,0,FALSE,"239",1,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2710","exp191115_1_G07",822,0.000171278220714076,4046.90787696268,-7.46910517004318,0,0.0621898641726673,552,-0.0641240403270681,-0.00301854779008366,1152,"exp191115","G07","G",7,40000,"1",1,"VAN-008",0.0184335703268034,FALSE,FALSE,FALSE,0,0,0,FALSE,"239",1,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2710","exp191116_1_B08",1152,0.000406140323169911,1706.6692003147,2.43698258448433,1152,0.166417610103515,210,-0.0590633578065142,0.166417610103515,1152,"exp191116","B08","B",8,40000,"1",3,"VAN-008",0.0184335703268034,FALSE,FALSE,FALSE,0,0,0,FALSE,"239",1,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2710","exp191116_1_D05",972,0.000135633115903104,5110.45680801971,-7.01122618496757,1152,0.0194413879374216,222,-0.0746305161994735,0.0194413879374216,1152,"exp191116","D05","D",5,40000,"1",2,"VAN-008",0.0184335703268034,FALSE,FALSE,FALSE,0,0,0,FALSE,"239",1,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2710","exp191115_1_D05",1152,0.000197392744531155,3511.51295963943,-8.64865239978884,1152,0.0322579045068844,258,-0.0907753121717837,0.0322579045068844,1152,"exp191115","D05","D",5,40000,"1",2,"VAN-008",0.0184335703268034,FALSE,FALSE,FALSE,0,0,0,FALSE,"239",1,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2710","exp191116_1_G07",744,0.00015964747597977,4341.7359172517,-1.6146742821248,1152,0.0520405653111618,216,-0.0406921391785498,0.0520405653111618,1152,"exp191116","G07","G",7,40000,"1",1,"VAN-008",0.0184335703268034,FALSE,FALSE,FALSE,0,0,0,FALSE,"239",1,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2711","exp191115_1_E10",978,0.000305883013575965,2266.05319614391,3.18534709804876,1152,0.139557579536562,240,-0.0572819731113092,0.139557579536562,1152,"exp191115","E10","E",10,40000,"1",3,"VAN-009",0.0477436578290818,FALSE,FALSE,FALSE,0,0,0,FALSE,"22",0,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2711","exp191115_1_B09",1152,0.000292563371846253,2369.22064503757,9.46153372636839,1152,0.179426406183819,234,-0.033670421793757,0.179426406183819,1152,"exp191115","B09","B",9,40000,"1",2,"VAN-009",0.0477436578290818,FALSE,FALSE,FALSE,0,0,0,FALSE,"22",0,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2711","exp191116_1_B09",522,0.000432823146786866,1601.45589649176,14.729829254308,1152,0.273069466795449,210,-0.0449787230393933,0.273069466795449,1152,"exp191116","B09","B",9,40000,"1",2,"VAN-009",0.0477436578290818,FALSE,FALSE,FALSE,0,0,0,FALSE,"22",0,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2711","exp191115_1_A04",540,0.00029781116397228,2327.47211795077,22.8031861629668,1152,0.239051600609313,240,0.02928644103809,0.239051600609313,1152,"exp191115","A04","A",4,40000,"1",1,"VAN-009",0.0477436578290818,FALSE,FALSE,FALSE,0,0,0,FALSE,"22",0,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2711","exp191116_1_E10",1026,0.000298983072140794,2318.34924832646,15.7168381845178,1152,0.217052195843582,240,0.000823461856195623,0.217052195843582,1152,"exp191116","E10","E",10,40000,"1",3,"VAN-009",0.0477436578290818,FALSE,FALSE,FALSE,0,0,0,FALSE,"22",0,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2711","exp191116_1_A04",534,0.000289081413649507,2397.75768289394,27.1610969588317,1152,0.268830906470754,222,0.0496135930133378,0.268830906470754,1152,"exp191116","A04","A",4,40000,"1",1,"VAN-009",0.0477436578290818,FALSE,FALSE,FALSE,0,0,0,FALSE,"22",0,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2712","exp191115_1_B12",438,0.00100339295605721,690.80331526707,66.0011130306595,1152,0.733298297345264,150,0.00953629706110555,0.733298297345264,1152,"exp191115","B12","B",12,40000,"1",2,"VAN-010",0.0309505228514647,FALSE,FALSE,FALSE,0,0,0,FALSE,"15",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2712","exp191116_1_A02",294,0.00182156656280415,380.522564870154,122.917234278126,1008,0.983088438423602,12,0.0274816086810879,0.970121929260673,1152,"exp191116","A02","A",2,40000,"1",3,"VAN-010",0.0309505228514647,FALSE,FALSE,FALSE,0,0,0,FALSE,"15",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2712","exp191115_1_A02",450,0.000763371949362278,908.007140082894,54.6116655432509,1152,0.588164978631539,162,0.0244694831957373,0.588164978631539,1152,"exp191115","A02","A",2,40000,"1",3,"VAN-010",0.0309505228514647,FALSE,FALSE,FALSE,0,0,0,FALSE,"15",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
