well_id,AUC,time_of_max_death,max_death,time_of_min_death,min_death,time_of_max_death_rate,max_death_rate,time_of_min_death_rate,min_death_rate,experiment,well,well_row,well_col,cell_number,plate,sample_id,replicate,strain_group,ST,mecA,mortality,intrahost_index,included,unrelated_to_index,mut_count,scv,vanco_difference,persister_type,intrahost_sampledelay,sample_type,genes
exp191206_6_B08,133.98794625013534,792,1.1553623155314932,78,-0.07527070309053714,438,0.0028884915444965568,1146,-8.163848177347379e-4,exp191206,B08,B,08,40000,6,BPH2850,3,VAN-118,-,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191206_6_B09,5.248916084991802,714,0.08655994457714153,186,-0.09161160801588104,378,7.304959362784148e-4,0,-8.999370616704114e-4,exp191206,B09,B,09,40000,6,BPH2851,2,VAN-119,-,1,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191206_6_B10,109.76636634791537,816,0.9043971422571608,96,-0.027308703774976604,324,0.0021774077821166784,0,-8.078564083999831e-4,exp191206,B10,B,10,40000,6,BPH2863,1,VAN-130,-,0,Survived,1,TRUE,NA,NA,FALSE,0,NA,NA,index,NA
exp191206_6_B11,147.70994126874308,726,1.1290454323631625,36,-0.007088426954759768,258,0.003252661191386677,1038,-7.573303417684844e-4,exp191206,B11,B,11,40000,6,BPH2853,3,VAN-122,30,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191206_6_B12,22.41130346545581,882,0.2615778867860802,180,-0.07768364922893733,438,8.920439538413019e-4,0,-7.548261009790603e-4,exp191206,B12,B,12,40000,6,BPH2852,2,VAN-121,101,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191206_6_C01,119.35186494882093,852,0.9788382275018489,102,0.0011733827046721092,288,0.0024282938421831073,0,-8.023828571589106e-4,exp191206,C01,C,01,40000,6,BPH2846,2,VAN-115,-,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191206_6_C02,125.50960917562837,828,1.089909272429794,102,-0.060021342986903134,432,0.0025566161170475082,0,-8.284774180501098e-4,exp191206,C02,C,02,40000,6,BPH2849,1,VAN-118,-,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191206_6_C03,169.7863841825571,600,1.3013770183569826,0,-0.05631772253207809,264,0.004487881355629955,840,-8.667671090884393e-4,exp191206,C03,C,03,40000,6,BPH2862,3,VAN-129,39,0,NA,0,TRUE,0,1,FALSE,0,Persistent,3,paired-invasive,NA
exp191206_6_C04,112.8749423449638,804,0.9260159818903048,96,-0.01874824925821621,348,0.0022568486606011815,0,-6.173749572850468e-4,exp191206,C04,C,04,40000,6,BPH2864,3,VAN-130,-,0,NA,0,TRUE,0,0,FALSE,0,Persistent,4,paired-invasive,NA
exp191206_6_C05,134.92278835216302,810,1.0771941787039585,96,0.03634149386622892,312,0.0024395946613724184,0,-7.580385280370576e-4,exp191206,C05,C,05,40000,6,BPH2853,1,VAN-122,30,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191206_6_C06,151.92743150582115,696,1.192448790057837,84,0.0067439954992125324,318,0.0036173151449404198,0,-7.201380303208087e-4,exp191206,C06,C,06,40000,6,BPH2861,3,VAN-129,39,0,Survived,1,TRUE,NA,NA,FALSE,0,NA,NA,index,NA
exp191206_6_C07,179.27649826269308,540,1.5000783646470095,48,-0.04647995470802254,270,0.005690373269654854,732,-0.001472744253123599,exp191206,C07,C,07,40000,6,BPH2848,1,VAN-117,1,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191206_6_C08,101.71725961687646,1056,1.0505689399714546,162,-0.06510491593524409,582,0.0023050893214578757,0,-0.001058910697906354,exp191206,C08,C,08,40000,6,BPH2858,1,VAN-126,22,1,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191206_6_C09,92.0576858030316,984,0.9741649323951068,156,-0.09588804026966294,552,0.002132504903182808,0,-0.0010447534561896284,exp191206,C09,C,09,40000,6,BPH2858,2,VAN-126,22,1,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191206_6_C10,105.0482457489186,642,0.784749866941288,0,-0.021567665518367876,228,0.002446935229386412,1014,-6.652607356875766e-4,exp191206,C10,C,10,40000,6,BPH2841,3,VAN-111,8,0,NA,0,TRUE,0,1,FALSE,0,Persistent,5,paired-invasive,NA
exp191206_6_C11,174.97515451557524,510,1.4133596530688046,0,-0.09062298027277217,246,0.005306303325826985,720,-0.0013633603870483733,exp191206,C11,C,11,40000,6,BPH2859,1,VAN-127,93,1,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191206_6_C12,97.7326957965781,684,0.8069683877257596,96,0.02305817907968494,384,0.0024177286529123063,0,-6.242433730302387e-4,exp191206,C12,C,12,40000,6,JE2,2,CONTROL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191206_6_D01,47.162018388126555,1152,0.3267054952372099,102,0.1093847904058351,252,4.598476817550719e-4,0,-6.717800552084527e-4,exp191206,D01,D,01,40000,6,BPH2867,3,VAN-132,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191206_6_D02,121.8159958181052,828,1.0336649380568907,108,-0.029859580633116833,378,0.0024262131481323362,0,-8.620295376195143e-4,exp191206,D02,D,02,40000,6,BPH2863,2,VAN-130,-,0,Survived,1,TRUE,NA,NA,FALSE,0,NA,NA,index,NA
exp191206_6_D03,175.05089019406003,510,1.483494912247741,0,-0.10795629684458465,264,0.005854648736251411,696,-0.0015222347456112575,exp191206,D03,D,03,40000,6,BPH2859,3,VAN-127,93,1,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191206_6_D04,20.613941760711295,942,0.21038149108648407,198,-0.01138801700741615,576,5.755417218547188e-4,0,-7.275767129045589e-4,exp191206,D04,D,04,40000,6,BPH2847,3,VAN-116,22,1,Died,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191206_6_D05,142.87069893301907,786,1.1960203225872255,90,-0.015353965322430645,438,0.0028522563735093646,1122,-7.558841794677421e-4,exp191206,D05,D,05,40000,6,BPH2850,2,VAN-118,-,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191206_6_D06,0.558654407921427,0,0.0960080726302011,216,-0.015980910337825928,636,7.613849765165442e-5,0,-0.0010959926481987799,exp191206,D06,D,06,40000,6,TOX-4,2,CONTROL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191206_6_D07,110.86642477170456,660,0.897877640956966,84,-0.01291772131117529,300,0.0028222451154444575,1050,-7.280755971818773e-4,exp191206,D07,D,07,40000,6,BPH2840,2,VAN-111,8,0,Survived,1,TRUE,NA,NA,FALSE,0,NA,NA,index,NA
exp191206_6_D08,64.00467390302607,972,0.5628665368733181,150,0.0046948347535365215,474,0.0012797892992265144,0,-0.0011702525898487151,exp191206,D08,D,08,40000,6,BPH2854,3,VAN-123,8,1,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191206_6_D09,163.97355554874866,684,1.3795734833453206,96,-0.08212386783346516,324,0.004128868329920192,924,-0.001015496725936968,exp191206,D09,D,09,40000,6,BPH2845,3,VAN-114,1,1,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191206_6_D10,37.33197011162525,870,0.38321793070903937,168,-0.04120498182672631,534,0.0010261105589252236,0,-9.083851084582348e-4,exp191206,D10,D,10,40000,6,BPH2847,1,VAN-116,22,1,Died,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191206_6_D11,64.56803296332593,798,0.5552865890939641,192,0.022412885950306095,414,0.0016512382150904407,0,-8.082271766388961e-4,exp191206,D11,D,11,40000,6,BPH2857,1,VAN-126,101,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191206_6_D12,144.06023800008413,900,1.1030847167803572,24,0.07182596241723746,336,0.002165865266849566,1146,-2.570183778780762e-4,exp191206,D12,D,12,40000,6,BPH2863,3,VAN-130,-,0,Survived,1,TRUE,NA,NA,FALSE,0,NA,NA,index,NA
exp191206_6_E01,127.85879892994234,690,1.1013347480357183,126,0.03564911872818023,426,0.003403749980758549,840,-8.271064515518733e-4,exp191206,E01,E,01,40000,6,JE2,1,CONTROL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191206_6_E02,161.738199932378,702,1.2418769460041694,66,0.01285522145164078,300,0.0036102154116597588,1074,-6.485927234606281e-4,exp191206,E02,E,02,40000,6,BPH2861,2,VAN-129,39,0,Survived,1,TRUE,NA,NA,FALSE,0,NA,NA,index,NA
exp191206_6_E03,209.43617969930656,648,1.6579098186642467,30,0.0027461943917147214,252,0.004672017399939647,906,-0.001387583484603975,exp191206,E03,E,03,40000,6,BPH2860,2,VAN-128,88,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191206_6_E05,-6.128593831679104,0,0.043101897394914095,246,-0.077320493160349,432,2.2283039057937985e-4,0,-0.001126164313398877,exp191206,E05,E,05,40000,6,TOX-4,1,CONTROL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191206_6_E06,193.1692444882108,540,1.425515009433192,0,8.701776750393653e-5,234,0.004749717825069964,852,-9.904435321390047e-4,exp191206,E06,E,06,40000,6,BPH2861,1,VAN-129,39,0,Survived,1,TRUE,NA,NA,FALSE,0,NA,NA,index,NA
exp191206_6_E07,-24.91565450017398,1152,-0.07880300696246871,198,-0.17558028157155486,546,1.5248427071193061e-4,0,-8.973603372918679e-4,exp191206,E07,E,07,40000,6,Non infected,1,CONTROL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191206_6_E08,-3.0498139663609254,1152,0.022555497554650344,198,-0.07620469065105841,330,2.6852708727115294e-4,0,-9.102613400058898e-4,exp191206,E08,E,08,40000,6,BPH2843,2,VAN-112,22,1,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191206_6_E09,181.7529903754803,654,1.4515204920705629,66,0.04301697038463854,294,0.004139334587112403,846,-0.0011369789005797233,exp191206,E09,E,09,40000,6,BPH2845,2,VAN-114,1,1,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191206_6_E10,17.163586605580612,732,0.16786946664568134,174,-0.055051016295919734,372,7.981619837830489e-4,0,-0.001090274307070118,exp191206,E10,E,10,40000,6,BPH2851,3,VAN-119,-,1,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191206_6_E11,170.10417883831522,786,1.4420398213177164,96,0.07699619590826932,450,0.0034944808880319153,1122,-9.025486061016699e-4,exp191206,E11,E,11,40000,6,BPH2844,1,VAN-113,20,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191206_6_E12,191.91789920362098,804,1.540988601702187,18,-0.07708369242479778,270,0.0035773672065517706,972,-4.089298976661544e-4,exp191206,E12,E,12,40000,6,BPH2860,3,VAN-128,88,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191206_6_F01,94.12256695675035,744,0.8015734589813434,132,-0.008980265035260329,402,0.002357417451642709,0,-8.644865546256469e-4,exp191206,F01,F,01,40000,6,BPH2865,1,VAN-131,46,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191206_6_F02,158.05095169277803,702,1.3030953996116506,90,0.01758449117678093,300,0.0032232250352396863,966,-0.001069647975487966,exp191206,F02,F,02,40000,6,BPH2860,1,VAN-128,88,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191206_6_F03,143.33885796872184,690,0.9617199116783283,0,-4.004881026742985e-4,198,0.003134387361675728,1050,-5.196336942865595e-4,exp191206,F03,F,03,40000,6,BPH2855,2,VAN-124,15,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191206_6_F04,201.81990098708908,636,1.4824044473202593,0,-0.009535783384220845,204,0.004168427672903361,858,-0.0010624638869972391,exp191206,F04,F,04,40000,6,BPH2862,1,VAN-129,39,0,NA,0,TRUE,0,1,FALSE,0,Persistent,3,paired-invasive,NA
exp191206_6_F05,80.08203929769714,792,0.651068456046522,78,-0.005982772778491983,258,0.0014993076605748503,0,-5.581333861049507e-4,exp191206,F05,F,05,40000,6,BPH2866,2,VAN-132,15,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191206_6_F06,90.79388702685861,774,0.7244794723680826,66,0.0187667785565817,252,0.0015608058329342558,1014,-4.555765830356052e-4,exp191206,F06,F,06,40000,6,BPH2866,1,VAN-132,15,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191206_6_F07,58.23400264445429,792,0.4894917208767148,114,-0.010778613726412156,276,0.0011371534723420423,0,-9.345791737534557e-4,exp191206,F07,F,07,40000,6,BPH2855,3,VAN-124,15,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191206_6_F08,-4.743212078350206,0,0.026974086509022943,222,-0.0670402156224668,354,2.784875152774748e-4,0,-8.766606896805397e-4,exp191206,F08,F,08,40000,6,BPH2843,3,VAN-112,22,1,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191206_6_F09,189.49850865597747,630,1.5048161030492642,48,0.001017640513149079,276,0.004655913430731603,834,-0.0011668204315068986,exp191206,F09,F,09,40000,6,BPH2845,1,VAN-114,1,1,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191206_6_F10,-6.383659789060301,0,0.021885942322326813,186,-0.07388159409473201,318,3.580722525600191e-4,0,-9.316209507566439e-4,exp191206,F10,F,10,40000,6,BPH2856,2,VAN-125,22,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191206_6_F11,120.19473570925332,678,1.0290404466325902,90,0.005236143019097073,390,0.0031404706450048085,876,-8.963823889645539e-4,exp191206,F11,F,11,40000,6,JE2,3,CONTROL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191206_6_F12,36.06973955291047,702,0.24708170641338578,84,0.026650110530678398,246,7.641302499214169e-4,0,-3.80332539874996e-4,exp191206,F12,F,12,40000,6,BPH2867,2,VAN-132,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191206_6_G01,118.03972817565798,960,1.0136980473679353,102,0.009141239773332482,372,0.0021598579795788935,0,-5.932152480184749e-4,exp191206,G01,G,01,40000,6,BPH2853,2,VAN-122,30,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191206_6_G02,95.09006488116846,690,0.8816716434564965,126,-0.09166382364890152,396,0.002981567333274653,0,-9.122764174696717e-4,exp191206,G02,G,02,40000,6,BPH2865,2,VAN-131,46,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191206_6_G03,-10.541650010764641,1152,0.001772015128944749,180,-0.1190524455626037,396,2.521500471440458e-4,0,-6.370867496283197e-4,exp191206,G03,G,03,40000,6,BPH2842,3,VAN-112,22,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191206_6_G04,139.9079671597011,870,1.300931542468306,72,0.015182762562869509,522,0.0033446955004405076,1152,-6.408687406534256e-4,exp191206,G04,G,04,40000,6,BPH2849,2,VAN-118,-,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191206_6_G05,59.01857261462709,792,0.5228502658089715,96,-0.038014546299716546,510,0.0011518794946245748,0,-5.923325625718944e-4,exp191206,G05,G,05,40000,6,BPH2866,3,VAN-132,15,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191206_6_G06,93.19584268627945,786,0.7127916642160567,90,0.08279575292519675,300,0.001462173114686284,0,-4.902877968364083e-4,exp191206,G06,G,06,40000,6,BPH2855,1,VAN-124,15,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191206_6_G07,171.7564343040152,774,1.3601879324923136,0,0.10548215118901229,438,0.003024675029710389,1104,-7.162415121737518e-4,exp191206,G07,G,07,40000,6,BPH2850,1,VAN-118,-,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191206_6_G08,1.2696104055842736,1152,0.0274805372571576,354,-0.006071646818584303,1050,8.430848389790708e-5,0,-3.347572023822531e-4,exp191206,G08,G,08,40000,6,BPH2843,1,VAN-112,22,1,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191206_6_G09,-8.350481227515958,0,-0.001084585575727567,180,-0.08484467070718671,306,3.369417931053166e-4,0,-8.881501027402717e-4,exp191206,G09,G,09,40000,6,BPH2856,1,VAN-125,22,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191206_6_G10,193.367393376622,492,1.3777075915246246,0,0.011360817327687442,192,0.004815113494197415,786,-9.072355177472033e-4,exp191206,G10,G,10,40000,6,BPH2848,2,VAN-117,1,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191206_6_G11,111.6015497678611,738,0.7828980209630175,0,0.04180235819067362,240,0.0020261053857340747,990,-3.5454354266056814e-4,exp191206,G11,G,11,40000,6,BPH2840,3,VAN-111,8,0,Survived,1,TRUE,NA,NA,FALSE,0,NA,NA,index,NA
exp191206_6_H01,3.753666861413079,1152,0.08751440032292317,264,-0.017554085734326902,738,1.9001776150097174e-4,0,-5.180834968706947e-4,exp191206,H01,H,01,40000,6,Non infected,2,CONTROL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191206_6_H02,116.3583223148284,906,1.0434321574553187,78,-0.09463064505026789,462,0.00247462412663222,1146,-4.383545739039742e-4,exp191206,H02,H,02,40000,6,BPH2849,3,VAN-118,-,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191206_6_H03,-3.610590080257012,1152,0.05182409055617941,192,-0.09452729575435784,414,3.600376955001297e-4,0,-6.333223376377732e-4,exp191206,H03,H,03,40000,6,BPH2842,2,VAN-112,22,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191206_6_H04,14.027612927032903,1152,0.24132820124343793,192,-0.08912078844751349,426,5.919802271206435e-4,0,-6.340640314758741e-4,exp191206,H04,H,04,40000,6,BPH2844,3,VAN-113,20,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191206_6_H05,181.22948248826972,582,1.4045069636619056,0,-0.048489202773349956,258,0.004224461224802964,816,-0.0011668998576470568,exp191206,H05,H,05,40000,6,BPH2848,3,VAN-117,1,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191206_6_H06,224.92269610409238,780,1.672367223014183,0,0.1135269836627956,294,0.004347434577764028,1116,-6.145469253809528e-4,exp191206,H06,H,06,40000,6,BPH2846,1,VAN-115,-,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191206_6_H07,132.24261246581247,732,1.0444211880881793,48,0.0018921547282622977,318,0.0026043810357706267,1032,-5.750400369435478e-4,exp191206,H07,H,07,40000,6,BPH2841,2,VAN-111,8,0,NA,0,TRUE,0,1,FALSE,0,Persistent,5,paired-invasive,NA
exp191206_6_H08,18.188093847054756,954,0.2256142148430187,180,-0.0855934414328597,432,7.607320211051992e-4,0,-7.615114612898998e-4,exp191206,H08,H,08,40000,6,BPH2857,2,VAN-126,101,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191206_6_H09,106.28077242398938,756,0.8143515670453023,54,0.00364829247471543,294,0.0022193646061200835,972,-3.6238765506129333e-4,exp191206,H09,H,09,40000,6,BPH2841,1,VAN-111,8,0,NA,0,TRUE,0,1,FALSE,0,Persistent,5,paired-invasive,NA
exp191206_6_H10,310.3574305833782,0,2.4186359319135295,1152,1.3465039003700805,1152,-1.9040934138943774e-4,102,-0.003853779682016667,exp191206,H10,H,10,40000,6,Complete lysis,1,CONTROL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191206_6_H11,290.9852403063221,0,2.174510513374912,1152,1.2895972626251357,1050,-1.1283584707319494e-4,102,-0.0030549436002052692,exp191206,H11,H,11,40000,6,Complete lysis,2,CONTROL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191206_6_H12,278.88828756808874,0,2.023193098290222,1152,1.248412070735884,900,-7.46884131402591e-5,48,-0.0023952899874985223,exp191206,H12,H,12,40000,6,Complete lysis,3,CONTROL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp200219_P1_B02,12.021040033975174,0,0.12125086996810507,318,0.023537876443979415,624,1.7678354921558386e-4,0,-7.340423170164243e-4,exp200219,B02,B,02,40000,P1,TOX-4,3,CONTROL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp200219_P1_B03,170.72223294602176,516,1.4888246695263985,30,-0.10116026040984867,258,0.005982827685386957,690,-0.0016600340880577604,exp200219,B03,B,03,40000,P1,BPH2705,1,VAN-004,93,1,NA,0,TRUE,0,0,FALSE,0,Persistent,10,paired-invasive,NA
exp200219_P1_B04,63.21873914219099,1152,1.070224772976769,168,-0.08874789674479927,774,0.0016221541424376064,0,-6.418549152281735e-4,exp200219,B04,B,04,40000,P1,BPH2979,3,VAN-216,-,1,NA,0,TRUE,0,1,FALSE,0.5,Persistent,8,paired-invasive,NA
exp200219_P1_B05,174.66023240554472,510,1.4975980365447605,24,-0.07213915190381005,252,0.006176382609778254,702,-0.0015947983214835795,exp200219,B05,B,05,40000,P1,BPH2704,1,VAN-004,93,1,Survived,1,TRUE,NA,NA,FALSE,0,NA,NA,index,NA
exp200219_P1_B06,66.46357564761635,1152,1.149110826619752,234,0.032571478031729724,936,0.002273591247582356,0,-7.348107031040496e-4,exp200219,B06,B,06,40000,P1,BPH2978,1,VAN-216,-,1,NA,0,TRUE,0,1,FALSE,0,Persistent,6,paired-invasive,fabF
exp200219_P1_B07,37.84341582056803,594,0.4025590301017273,144,-0.04918554411292748,366,0.0016161461307202263,0,-8.178567929135652e-4,exp200219,B07,B,07,40000,P1,BPH2763,2,VAN-050,78,1,Survived,1,TRUE,NA,NA,FALSE,0,NA,NA,index,NA
exp200219_P1_B08,81.4453924255974,1152,1.2688986103440636,150,-0.03227504306319803,888,0.0019677956113248025,0,-6.380408046902019e-4,exp200219,B08,B,08,40000,P1,BPH2981,1,VAN-216,-,1,NA,0,TRUE,0,12,FALSE,0.5,NA,5,paired-colonising,gpsA / lepA / blaZ / hypothetical protein
exp200219_P1_B09,116.41798247308937,726,1.1339771146856628,180,-0.0939413055325929,456,0.004168153828191183,1152,-0.0010835013844289383,exp200219,B09,B,09,40000,P1,BPH2728,2,VAN-024,45,1,Survived,1,TRUE,NA,NA,FALSE,0,NA,NA,index,NA
exp200219_P1_B10,18.710612670349104,882,0.24939307017640777,216,-0.08142093823837973,612,8.246355041674117e-4,0,-8.017684954834805e-4,exp200219,B10,B,10,40000,P1,BPH2729,3,VAN-024,45,1,NA,0,TRUE,0,5,TRUE,1.25,Relapse (after treatment),38,paired-invasive,ptsG_3 / rpoB / rplV / rplD
exp200219_P1_B11,49.43805736787898,1152,0.7372170965557819,186,0.04854057827412275,1002,0.0012923479160898376,0,-4.632447214952505e-4,exp200219,B11,B,11,40000,P1,BPH2977,3,VAN-216,-,1,NA,0,TRUE,0,0,FALSE,0.5,Persistent,3,paired-invasive,NA
exp200219_P1_C02,102.51766204688253,702,0.97392761460844,192,0.011570076956208488,468,0.00365647894073994,1146,-0.001036526632948353,exp200219,C02,C,02,40000,P1,BPH2730,3,VAN-024,45,1,NA,0,TRUE,0,0,FALSE,0.75,NA,-13,paired-colonising,NA
exp200219_P1_C03,31.473613095012343,1152,0.45275432552691625,174,-0.029432509632106113,798,7.874350066528503e-4,0,-9.490478622839818e-4,exp200219,C03,C,03,40000,P1,BPH2982,2,VAN-216,-,1,NA,0,TRUE,0,17,FALSE,1,NA,-139,paired-colonising,gpsA / hypothetical protein / rny
exp200219_P1_C04,55.440142068492996,1152,0.9059696395083214,234,0.015184277047943003,888,0.0016295760684658805,0,-8.55851453468788e-4,exp200219,C04,C,04,40000,P1,BPH2980,3,VAN-216,-,1,NA,0,TRUE,0,2,FALSE,0,Persistent,12,paired-invasive,bcr_1 / pepS
exp200219_P1_C05,10.329768752655571,1014,0.1384341250699601,210,-0.04453677139700209,330,3.445516735080357e-4,0,-8.803474896958742e-4,exp200219,C05,C,05,40000,P1,BPH2727,1,VAN-023,239,0,NA,0,TRUE,0,16,FALSE,0.5,NA,0,paired-colonising,pglF / AAA-like domain protein / ebh_1 / norB_6 / tatC2 / yhfS / hypothetical protein
exp200219_P1_C06,3.3068756514683137,984,0.15524721824473806,234,-0.1250655315766146,582,6.664446024526965e-4,0,-9.858686269155828e-4,exp200219,C06,C,06,40000,P1,BPH2726,1,VAN-023,239,0,Survived,1,TRUE,NA,NA,FALSE,0,NA,NA,index,NA
exp200219_P1_C07,29.50183376443273,966,0.3363138633095165,234,-0.04332384223770387,534,8.539354292469267e-4,0,-9.600993855914362e-4,exp200219,C07,C,07,40000,P1,BPH2726,3,VAN-023,239,0,Survived,1,TRUE,NA,NA,FALSE,0,NA,NA,index,NA
exp200219_P1_C08,145.67270200365175,618,1.480016557470312,156,-0.11444170532982004,420,0.0064156427230712175,768,-0.0017557092358124772,exp200219,C08,C,08,40000,P1,BPH2728,3,VAN-024,45,1,Survived,1,TRUE,NA,NA,FALSE,0,NA,NA,index,NA
exp200219_P1_C09,48.631509863728354,1152,0.7019642161464823,210,-0.016655270844160373,846,0.001157530765745649,0,-7.750359409201477e-4,exp200219,C09,C,09,40000,P1,BPH2982,1,VAN-216,-,1,NA,0,TRUE,0,17,FALSE,1,NA,-139,paired-colonising,gpsA / hypothetical protein / rny
exp200219_P1_C10,94.44651198704048,1152,1.373397998402695,162,0.010728785845859123,900,0.0021004182014366054,0,-8.325177737859117e-4,exp200219,C10,C,10,40000,P1,BPH2979,1,VAN-216,-,1,NA,0,TRUE,0,1,FALSE,0.5,Persistent,8,paired-invasive,NA
exp200219_P1_C11,150.2121375902674,558,1.3275200960415283,108,0.10369568686740657,366,0.004793580201696141,720,-0.0015341295374362459,exp200219,C11,C,11,40000,P1,BPH2764,1,VAN-050,78,1,NA,0,TRUE,0,29,FALSE,0,NA,-3,paired-colonising,hypothetical protein / superantigen-like protein / accB_1 / grsB / Transcriptional regulator / cydD / pepT_2 / yveA / pbuE / Putative esterase / Replication initiation and membrane attachment
exp200219_P1_D02,1.119908890862341,0,0.06400662461897967,204,-0.017434358783053664,558,1.2141782649966468e-4,0,-7.309343786079184e-4,exp200219,D02,D,02,40000,P1,TOX-4,1,CONTROL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp200219_P1_D03,-2.2493147511876805,0,0.0612316283117055,366,-0.05645461470406044,600,2.2480053357314922e-4,0,-9.711733075009402e-4,exp200219,D03,D,03,40000,P1,Non infected,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp200219_P1_D04,60.818090568666804,1152,0.9991372124301022,144,-0.03693234473898392,810,0.0016743285575358904,0,-5.734677332926866e-4,exp200219,D04,D,04,40000,P1,BPH2979,2,VAN-216,-,1,NA,0,TRUE,0,1,FALSE,0.5,Persistent,8,paired-invasive,NA
exp200219_P1_D05,20.995676176506084,1152,0.5201625059720452,210,-0.10003254515532124,900,0.0010258013795346737,0,-8.286107851787623e-4,exp200219,D05,D,05,40000,P1,BPH2980,2,VAN-216,-,1,NA,0,TRUE,0,2,FALSE,0,Persistent,12,paired-invasive,bcr_1 / pepS
